loan_id,customer_id,cluster
L0028541,C022937,C1
L0028542,C022938,C2
L0028543,C022938,C2
L0028544,C022939,C2
L0028545,C022940,C2
L0028546,C022941,C2
L0028547,C022942,C1
L0028548,C022943,C1
L0028549,C022944,C2
L0028550,C022945,C1
L0028551,C022946,C3
L0028552,C022946,C3
L0028553,C022947,C1
L0028554,C022948,C2
L0028555,C022949,C2
L0028556,C022950,C3
L0028557,C022950,C3
L0028558,C022951,C2
L0028559,C022952,C1
L0028560,C022953,C1
L0028561,C022954,C2
L0028562,C022954,C2
L0028563,C022955,C2
L0028564,C022956,C2
L0028565,C022957,C3
L0028566,C022957,C3
L0028567,C022957,C3
L0028568,C022958,C1
L0028569,C022959,C2
L0028570,C022960,C2
L0028571,C022961,C4
L0028572,C022961,C4
L0028573,C022962,C1
L0028574,C022963,C1
L0028575,C022964,C2
L0028576,C022965,C1
L0028577,C022966,C1
L0028578,C022967,C4
L0028579,C022968,C1
L0028580,C022969,C2
L0028581,C022970,C1
L0028582,C022970,C1
L0028583,C022971,C2
L0028584,C022971,C2
L0028585,C022972,C1
L0028586,C022973,C2
L0028587,C022974,C3
L0028588,C022974,C3
L0028589,C022975,C1
L0028590,C022976,C2
L0028591,C022976,C2
L0028592,C022977,C1
L0028593,C022978,C2
L0028594,C022979,C2
L0028595,C022980,C2
L0028596,C022981,C4
L0028597,C022982,C2
L0028598,C022983,C1
L0028599,C022984,C2
L0028600,C022985,C2
L0028601,C022986,C2
L0028602,C022986,C2
L0028603,C022987,C2
L0028604,C022988,C1
L0028605,C022989,C2
L0028606,C022990,C2
L0028607,C022991,C4
L0028608,C022992,C2
L0028609,C022992,C2
L0028610,C022993,C1
L0028611,C022994,C2
L0028612,C022995,C2
L0028613,C022996,C3
L0028614,C022996,C3
L0028615,C022997,C2
L0028616,C022998,C1
L0028617,C022999,C1
L0028618,C023000,C2
L0028619,C023001,C2
L0028620,C023002,C2
L0028621,C023003,C4
L0028622,C023003,C4
L0028623,C023003,C4
L0028624,C023004,C3
L0028625,C023004,C3
L0028626,C023005,C2
L0028627,C023006,C2
L0028628,C023007,C2
L0028629,C023008,C2
L0028630,C023009,C1
L0028631,C023010,C1
L0028632,C023011,C1
L0028633,C023012,C2
L0028634,C023013,C4
L0028635,C023014,C1
L0028636,C023015,C1
L0028637,C023016,C2
L0028638,C023017,C2
L0028639,C023018,C2
L0028640,C023019,C1
L0028641,C023020,C1
L0028642,C023021,C2
L0028643,C023022,C4
L0028644,C023023,C4
L0028645,C023024,C3
L0028646,C023024,C3
L0028647,C023025,C2
L0028648,C023026,C3
L0028649,C023026,C3
L0028650,C023027,C2
L0028651,C023028,C3
L0028652,C023028,C3
L0028653,C023029,C2
L0028654,C023030,C1
L0028655,C023031,C2
L0028656,C023032,C3
L0028657,C023032,C3
L0028658,C023033,C2
L0028659,C023034,C3
L0028660,C023034,C3
L0028661,C023034,C3
L0028662,C023035,C1
L0028663,C023035,C1
L0028664,C023036,C2
L0028665,C023037,C2
L0028666,C023038,C1
L0028667,C023039,C2
L0028668,C023040,C1
L0028669,C023041,C2
L0028670,C023042,C1
L0028671,C023043,C1
L0028672,C023044,C2
L0028673,C023045,C2
L0028674,C023046,C2
L0028675,C023047,C2
L0028676,C023048,C2
L0028677,C023049,C3
L0028678,C023049,C3
L0028679,C023049,C3
L0028680,C023050,C2
L0028681,C023051,C1
L0028682,C023052,C3
L0028683,C023052,C3
L0028684,C023053,C3
L0028685,C023053,C3
L0028686,C023054,C2
L0028687,C023055,C1
L0028688,C023056,C2
L0028689,C023057,C4
L0028690,C023057,C4
L0028691,C023057,C4
L0028692,C023058,C2
L0028693,C023059,C1
L0028694,C023060,C2
L0028695,C023061,C4
L0028696,C023062,C4
L0028697,C023062,C4
L0028698,C023063,C3
L0028699,C023063,C3
L0028700,C023063,C3
L0028701,C023064,C2
L0028702,C023065,C2
L0028703,C023066,C2
L0028704,C023067,C4
L0028705,C023068,C2
L0028706,C023069,C1
L0028707,C023070,C1
L0028708,C023071,C1
L0028709,C023072,C1
L0028710,C023073,C1
L0028711,C023074,C1
L0028712,C023075,C2
L0028713,C023076,C3
L0028714,C023076,C3
L0028715,C023077,C3
L0028716,C023077,C3
L0028717,C023077,C3
L0028718,C023078,C2
L0028719,C023079,C1
L0028720,C023080,C1
L0028721,C023080,C1
L0028722,C023081,C2
L0028723,C023081,C2
L0028724,C023082,C3
L0028725,C023082,C3
L0028726,C023083,C2
L0028727,C023084,C4
L0028728,C023085,C3
L0028729,C023085,C3
L0028730,C023085,C3
L0028731,C023086,C2
L0028732,C023087,C2
L0028733,C023088,C2
L0028734,C023089,C2
L0028735,C023090,C3
L0028736,C023090,C3
L0028737,C023091,C2
L0028738,C023092,C2
L0028739,C023093,C4
L0028740,C023093,C4
L0028741,C023094,C2
L0028742,C023095,C3
L0028743,C023095,C3
L0028744,C023096,C1
L0028745,C023097,C2
L0028746,C023098,C3
L0028747,C023098,C3
L0028748,C023099,C3
L0028749,C023099,C3
L0028750,C023099,C3
L0028751,C023100,C1
L0028752,C023101,C1
L0028753,C023102,C2
L0028754,C023103,C1
L0028755,C023104,C2
L0028756,C023104,C2
L0028757,C023105,C2
L0028758,C023106,C4
L0028759,C023107,C2
L0028760,C023108,C2
L0028761,C023108,C2
L0028762,C023109,C1
L0028763,C023110,C2
L0028764,C023111,C2
L0028765,C023112,C2
L0028766,C023113,C2
L0028767,C023114,C2
L0028768,C023115,C1
L0028769,C023116,C4
L0028770,C023117,C2
L0028771,C023118,C3
L0028772,C023118,C3
L0028773,C023118,C3
L0028774,C023119,C1
L0028775,C023120,C2
L0028776,C023121,C2
L0028777,C023122,C2
L0028778,C023123,C2
L0028779,C023124,C2
L0028780,C023124,C2
L0028781,C023125,C4
L0028782,C023126,C2
L0028783,C023127,C3
L0028784,C023127,C3
L0028785,C023127,C3
L0028786,C023128,C2
L0028787,C023129,C2
L0028788,C023130,C2
L0028789,C023131,C3
L0028790,C023131,C3
L0028791,C023132,C4
L0028792,C023133,C2
L0028793,C023133,C2
L0028794,C023134,C2
L0028795,C023135,C1
L0028796,C023136,C4
L0028797,C023137,C1
L0028798,C023138,C1
L0028799,C023139,C1
L0028800,C023140,C2
L0028801,C023141,C2
L0028802,C023142,C2
L0028803,C023143,C4
L0028804,C023143,C4
L0028805,C023144,C4
L0028806,C023145,C2
L0028807,C023146,C1
L0028808,C023147,C1
L0028809,C023148,C1
L0028810,C023149,C2
L0028811,C023150,C3
L0028812,C023150,C3
L0028813,C023151,C3
L0028814,C023151,C3
L0028815,C023152,C2
L0028816,C023153,C1
L0028817,C023154,C2
L0028818,C023155,C1
L0028819,C023156,C2
L0028820,C023157,C2
L0028821,C023158,C1
L0028822,C023159,C2
L0028823,C023159,C2
L0028824,C023160,C2
L0028825,C023161,C2
L0028826,C023162,C2
L0028827,C023163,C2
L0028828,C023164,C2
L0028829,C023165,C2
L0028830,C023165,C2
L0028831,C023166,C2
L0028832,C023167,C2
L0028833,C023168,C1
L0028834,C023169,C2
L0028835,C023170,C1
L0028836,C023171,C1
L0028837,C023172,C4
L0028838,C023173,C2
L0028839,C023174,C3
L0028840,C023174,C3
L0028841,C023175,C2
L0028842,C023176,C2
L0028843,C023177,C4
L0028844,C023178,C2
L0028845,C023179,C2
L0028846,C023180,C3
L0028847,C023180,C3
L0028848,C023181,C1
L0028849,C023182,C2
L0028850,C023182,C2
L0028851,C023183,C1
L0028852,C023184,C2
L0028853,C023185,C2
L0028854,C023186,C2
L0028855,C023187,C3
L0028856,C023187,C3
L0028857,C023188,C1
L0028858,C023189,C2
L0028859,C023190,C2
L0028860,C023191,C1
L0028861,C023192,C3
L0028862,C023192,C3
L0028863,C023193,C1
L0028864,C023194,C2
L0028865,C023195,C2
L0028866,C023196,C4
L0028867,C023196,C4
L0028868,C023197,C2
L0028869,C023198,C2
L0028870,C023199,C2
L0028871,C023200,C1
L0028872,C023201,C1
L0028873,C023202,C2
L0028874,C023203,C2
L0028875,C023204,C2
L0028876,C023205,C4
L0028877,C023205,C4
L0028878,C023206,C2
L0028879,C023207,C2
L0028880,C023208,C2
L0028881,C023209,C2
L0028882,C023210,C1
L0028883,C023211,C3
L0028884,C023211,C3
L0028885,C023212,C2
L0028886,C023213,C1
L0028887,C023214,C3
L0028888,C023214,C3
L0028889,C023215,C2
L0028890,C023216,C2
L0028891,C023217,C2
L0028892,C023218,C1
L0028893,C023219,C2
L0028894,C023220,C2
L0028895,C023221,C1
L0028896,C023222,C2
L0028897,C023223,C2
L0028898,C023224,C2
L0028899,C023225,C2
L0028900,C023226,C2
L0028901,C023227,C1
L0028902,C023228,C2
L0028903,C023229,C2
L0028904,C023230,C4
L0028905,C023231,C2
L0028906,C023232,C2
L0028907,C023233,C3
L0028908,C023233,C3
L0028909,C023234,C1
L0028910,C023235,C1
L0028911,C023236,C2
L0028912,C023237,C1
L0028913,C023238,C1
L0028914,C023239,C4
L0028915,C023240,C2
L0028916,C023240,C2
L0028917,C023241,C2
L0028918,C023242,C2
L0028919,C023243,C4
L0028920,C023244,C1
L0028921,C023245,C4
L0028922,C023246,C2
L0028923,C023247,C2
L0028924,C023247,C2
L0028925,C023248,C3
L0028926,C023248,C3
L0028927,C023249,C1
L0028928,C023250,C1
L0028929,C023250,C1
L0028930,C023251,C4
L0028931,C023252,C2
L0028932,C023253,C2
L0028933,C023254,C1
L0028934,C023255,C2
L0028935,C023256,C2
L0028936,C023257,C1
L0028937,C023258,C2
L0028938,C023258,C2
L0028939,C023259,C2
L0028940,C023260,C3
L0028941,C023260,C3
L0028942,C023261,C2
L0028943,C023262,C1
L0028944,C023263,C2
L0028945,C023264,C1
L0028946,C023265,C2
L0028947,C023266,C2
L0028948,C023267,C2
L0028949,C023267,C2
L0028950,C023268,C2
L0028951,C023269,C3
L0028952,C023269,C3
L0028953,C023270,C1
L0028954,C023271,C2
L0028955,C023272,C2
L0028956,C023273,C2
L0028957,C023274,C1
L0028958,C023275,C2
L0028959,C023276,C2
L0028960,C023277,C2
L0028961,C023278,C2
L0028962,C023279,C1
L0028963,C023280,C2
L0028964,C023281,C2
L0028965,C023282,C2
L0028966,C023283,C2
L0028967,C023284,C2
L0028968,C023284,C2
L0028969,C023285,C2
L0028970,C023286,C2
L0028971,C023287,C2
L0028972,C023288,C2
L0028973,C023289,C1
L0028974,C023290,C2
L0028975,C023291,C3
L0028976,C023291,C3
L0028977,C023291,C3
L0028978,C023292,C2
L0028979,C023293,C2
L0028980,C023294,C2
L0028981,C023295,C2
L0028982,C023296,C2
L0028983,C023297,C2
L0028984,C023298,C3
L0028985,C023298,C3
L0028986,C023299,C2
L0028987,C023300,C1
L0028988,C023301,C2
L0028989,C023302,C2
L0028990,C023303,C3
L0028991,C023303,C3
L0028992,C023304,C2
L0028993,C023305,C2
L0028994,C023306,C2
L0028995,C023307,C2
L0028996,C023308,C2
L0028997,C023309,C4
L0028998,C023310,C2
L0028999,C023311,C1
L0029000,C023312,C2
L0029001,C023313,C3
L0029002,C023313,C3
L0029003,C023314,C2
L0029004,C023315,C2
L0029005,C023316,C2
L0029006,C023317,C2
L0029007,C023318,C2
L0029008,C023319,C4
L0029009,C023320,C1
L0029010,C023321,C3
L0029011,C023321,C3
L0029012,C023322,C1
L0029013,C023323,C3
L0029014,C023323,C3
L0029015,C023324,C2
L0029016,C023325,C1
L0029017,C023326,C2
L0029018,C023327,C2
L0029019,C023328,C1
L0029020,C023329,C3
L0029021,C023329,C3
L0029022,C023330,C1
L0029023,C023331,C2
L0029024,C023332,C1
L0029025,C023333,C2
L0029026,C023334,C2
L0029027,C023335,C4
L0029028,C023336,C4
L0029029,C023337,C2
L0029030,C023338,C2
L0029031,C023339,C2
L0029032,C023340,C1
L0029033,C023341,C2
L0029034,C023342,C2
L0029035,C023342,C2
L0029036,C023343,C1
L0029037,C023344,C2
L0029038,C023345,C2
L0029039,C023346,C1
L0029040,C023347,C1
L0029041,C023348,C2
L0029042,C023349,C2
L0029043,C023350,C2
L0029044,C023351,C4
L0029045,C023352,C1
L0029046,C023352,C1
L0029047,C023353,C2
L0029048,C023354,C2
L0029049,C023355,C2
L0029050,C023356,C2
L0029051,C023357,C2
L0029052,C023358,C4
L0029053,C023358,C4
L0029054,C023359,C2
L0029055,C023360,C2
L0029056,C023361,C1
L0029057,C023362,C4
L0029058,C023363,C1
L0029059,C023364,C1
L0029060,C023365,C3
L0029061,C023365,C3
L0029062,C023366,C2
L0029063,C023367,C3
L0029064,C023367,C3
L0029065,C023368,C3
L0029066,C023368,C3
L0029067,C023369,C2
L0029068,C023369,C2
L0029069,C023370,C3
L0029070,C023370,C3
L0029071,C023370,C3
L0029072,C023371,C3
L0029073,C023371,C3
L0029074,C023372,C1
L0029075,C023373,C2
L0029076,C023374,C3
L0029077,C023374,C3
L0029078,C023375,C2
L0029079,C023376,C2
L0029080,C023377,C2
L0029081,C023378,C1
L0029082,C023379,C2
L0029083,C023380,C2
L0029084,C023381,C4
L0029085,C023382,C1
L0029086,C023383,C1
L0029087,C023384,C2
L0029088,C023385,C1
L0029089,C023386,C1
L0029090,C023387,C2
L0029091,C023388,C2
L0029092,C023389,C2
L0029093,C023390,C3
L0029094,C023390,C3
L0029095,C023390,C3
L0029096,C023391,C1
L0029097,C023392,C2
L0029098,C023393,C2
L0029099,C023394,C2
L0029100,C023395,C1
L0029101,C023396,C2
L0029102,C023397,C2
L0029103,C023398,C2
L0029104,C023399,C3
L0029105,C023399,C3
L0029106,C023400,C1
L0029107,C023401,C3
L0029108,C023401,C3
L0029109,C023402,C2
L0029110,C023403,C2
L0029111,C023404,C1
L0029112,C023405,C2
L0029113,C023406,C2
L0029114,C023407,C2
L0029115,C023408,C2
L0029116,C023409,C1
L0029117,C023410,C2
L0029118,C023411,C2
L0029119,C023412,C2
L0029120,C023413,C2
L0029121,C023414,C1
L0029122,C023415,C1
L0029123,C023416,C3
L0029124,C023416,C3
L0029125,C023417,C2
L0029126,C023418,C2
L0029127,C023419,C3
L0029128,C023419,C3
L0029129,C023420,C2
L0029130,C023421,C3
L0029131,C023421,C3
L0029132,C023422,C3
L0029133,C023422,C3
L0029134,C023422,C3
L0029135,C023423,C3
L0029136,C023423,C3
L0029137,C023424,C2
L0029138,C023425,C2
L0029139,C023426,C2
L0029140,C023426,C2
L0029141,C023427,C2
L0029142,C023428,C2
L0029143,C023428,C2
L0029144,C023429,C2
L0029145,C023430,C1
L0029146,C023431,C1
L0029147,C023432,C1
L0029148,C023432,C1
L0029149,C023433,C1
L0029150,C023434,C3
L0029151,C023434,C3
L0029152,C023434,C3
L0029153,C023435,C4
L0029154,C023436,C2
L0029155,C023437,C2
L0029156,C023438,C3
L0029157,C023438,C3
L0029158,C023438,C3
L0029159,C023439,C2
L0029160,C023440,C2
L0029161,C023441,C2
L0029162,C023442,C1
L0029163,C023443,C2
L0029164,C023444,C2
L0029165,C023445,C3
L0029166,C023445,C3
L0029167,C023446,C1
L0029168,C023447,C1
L0029169,C023448,C2
L0029170,C023449,C2
L0029171,C023450,C2
L0029172,C023451,C2
L0029173,C023452,C4
L0029174,C023453,C2
L0029175,C023454,C4
L0029176,C023454,C4
L0029177,C023454,C4
L0029178,C023455,C3
L0029179,C023455,C3
L0029180,C023456,C2
L0029181,C023457,C4
L0029182,C023458,C2
L0029183,C023459,C2
L0029184,C023460,C3
L0029185,C023460,C3
L0029186,C023461,C2
L0029187,C023462,C2
L0029188,C023463,C4
L0029189,C023464,C4
L0029190,C023465,C1
L0029191,C023466,C2
L0029192,C023467,C2
L0029193,C023467,C2
L0029194,C023468,C3
L0029195,C023468,C3
L0029196,C023469,C3
L0029197,C023469,C3
L0029198,C023470,C2
L0029199,C023470,C2
L0029200,C023471,C2
L0029201,C023472,C1
L0029202,C023473,C2
L0029203,C023474,C2
L0029204,C023475,C2
L0029205,C023476,C2
L0029206,C023477,C2
L0029207,C023478,C4
L0029208,C023479,C2
L0029209,C023480,C2
L0029210,C023481,C2
L0029211,C023482,C2
L0029212,C023483,C2
L0029213,C023484,C1
L0029214,C023484,C1
L0029215,C023485,C2
L0029216,C023486,C1
L0029217,C023487,C1
L0029218,C023488,C4
L0029219,C023488,C4
L0029220,C023489,C2
L0029221,C023490,C1
L0029222,C023490,C1
L0029223,C023491,C2
L0029224,C023492,C2
L0029225,C023493,C1
L0029226,C023494,C2
L0029227,C023495,C3
L0029228,C023495,C3
L0029229,C023496,C2
L0029230,C023497,C2
L0029231,C023498,C4
L0029232,C023499,C2
L0029233,C023500,C1
L0029234,C023501,C3
L0029235,C023501,C3
L0029236,C023502,C1
L0029237,C023503,C3
L0029238,C023503,C3
L0029239,C023504,C3
L0029240,C023504,C3
L0029241,C023505,C2
L0029242,C023506,C1
L0029243,C023507,C2
L0029244,C023508,C3
L0029245,C023508,C3
L0029246,C023509,C2
L0029247,C023510,C2
L0029248,C023511,C4
L0029249,C023512,C2
L0029250,C023513,C2
L0029251,C023514,C2
L0029252,C023515,C3
L0029253,C023515,C3
L0029254,C023516,C2
L0029255,C023517,C3
L0029256,C023517,C3
L0029257,C023518,C4
L0029258,C023519,C2
L0029259,C023519,C2
L0029260,C023520,C2
L0029261,C023521,C2
L0029262,C023522,C4
L0029263,C023523,C2
L0029264,C023524,C2
L0029265,C023525,C2
L0029266,C023526,C2
L0029267,C023527,C1
L0029268,C023528,C2
L0029269,C023529,C2
L0029270,C023530,C2
L0029271,C023531,C4
L0029272,C023532,C2
L0029273,C023533,C1
L0029274,C023534,C2
L0029275,C023535,C2
L0029276,C023536,C2
L0029277,C023537,C2
L0029278,C023538,C1
L0029279,C023539,C3
L0029280,C023539,C3
L0029281,C023539,C3
L0029282,C023540,C1
L0029283,C023541,C2
L0029284,C023542,C1
L0029285,C023543,C2
L0029286,C023544,C2
L0029287,C023545,C3
L0029288,C023545,C3
L0029289,C023546,C2
L0029290,C023546,C2
L0029291,C023547,C2
L0029292,C023548,C2
L0029293,C023548,C2
L0029294,C023549,C2
L0029295,C023550,C1
L0029296,C023551,C1
L0029297,C023552,C4
L0029298,C023552,C4
L0029299,C023553,C4
L0029300,C023554,C2
L0029301,C023555,C2
L0029302,C023556,C1
L0029303,C023557,C1
L0029304,C023558,C4
L0029305,C023559,C2
L0029306,C023560,C2
L0029307,C023561,C2
L0029308,C023562,C4
L0029309,C023562,C4
L0029310,C023563,C2
L0029311,C023564,C4
L0029312,C023565,C1
L0029313,C023566,C2
L0029314,C023567,C1
L0029315,C023568,C1
L0029316,C023569,C2
L0029317,C023570,C2
L0029318,C023571,C3
L0029319,C023571,C3
L0029320,C023572,C4
L0029321,C023572,C4
L0029322,C023573,C4
L0029323,C023574,C4
L0029324,C023575,C1
L0029325,C023576,C1
L0029326,C023577,C2
L0029327,C023578,C3
L0029328,C023578,C3
L0029329,C023578,C3
L0029330,C023579,C2
L0029331,C023580,C2
L0029332,C023580,C2
L0029333,C023581,C2
L0029334,C023582,C1
L0029335,C023583,C1
L0029336,C023584,C1
L0029337,C023585,C1
L0029338,C023586,C1
L0029339,C023587,C2
L0029340,C023587,C2
L0029341,C023588,C2
L0029342,C023589,C2
L0029343,C023590,C2
L0029344,C023591,C2
L0029345,C023592,C2
L0029346,C023593,C3
L0029347,C023593,C3
L0029348,C023594,C1
L0029349,C023595,C2
L0029350,C023596,C2
L0029351,C023597,C4
L0029352,C023597,C4
L0029353,C023598,C1
L0029354,C023599,C1
L0029355,C023600,C2
L0029356,C023601,C2
L0029357,C023602,C2
L0029358,C023603,C2
L0029359,C023604,C4
L0029360,C023605,C1
L0029361,C023606,C2
L0029362,C023607,C4
L0029363,C023608,C3
L0029364,C023608,C3
L0029365,C023608,C3
L0029366,C023609,C2
L0029367,C023610,C2
L0029368,C023611,C1
L0029369,C023612,C1
L0029370,C023613,C2
L0029371,C023614,C1
L0029372,C023615,C2
L0029373,C023616,C4
L0029374,C023616,C4
L0029375,C023616,C4
L0029376,C023617,C2
L0029377,C023618,C2
L0029378,C023619,C2
L0029379,C023620,C2
L0029380,C023621,C1
L0029381,C023622,C3
L0029382,C023622,C3
L0029383,C023622,C3
L0029384,C023623,C2
L0029385,C023623,C2
L0029386,C023624,C1
L0029387,C023625,C1
L0029388,C023626,C2
L0029389,C023627,C2
L0029390,C023628,C2
L0029391,C023629,C3
L0029392,C023629,C3
L0029393,C023629,C3
L0029394,C023630,C2
L0029395,C023631,C3
L0029396,C023631,C3
L0029397,C023631,C3
L0029398,C023632,C2
L0029399,C023633,C1
L0029400,C023634,C1
L0029401,C023635,C3
L0029402,C023635,C3
L0029403,C023635,C3
L0029404,C023636,C2
L0029405,C023637,C3
L0029406,C023637,C3
L0029407,C023638,C2
L0029408,C023639,C2
L0029409,C023640,C3
L0029410,C023640,C3
L0029411,C023640,C3
L0029412,C023641,C2
L0029413,C023642,C2
L0029414,C023643,C2
L0029415,C023644,C2
L0029416,C023645,C2
L0029417,C023646,C3
L0029418,C023646,C3
L0029419,C023646,C3
L0029420,C023647,C4
L0029421,C023648,C3
L0029422,C023648,C3
L0029423,C023648,C3
L0029424,C023649,C2
L0029425,C023650,C1
L0029426,C023651,C2
L0029427,C023652,C2
L0029428,C023653,C3
L0029429,C023653,C3
L0029430,C023654,C2
L0029431,C023655,C1
L0029432,C023656,C3
L0029433,C023656,C3
L0029434,C023656,C3
L0029435,C023657,C2
L0029436,C023658,C1
L0029437,C023659,C1
L0029438,C023660,C1
L0029439,C023661,C2
L0029440,C023662,C2
L0029441,C023663,C1
L0029442,C023664,C1
L0029443,C023665,C2
L0029444,C023666,C2
L0029445,C023667,C2
L0029446,C023668,C2
L0029447,C023669,C2
L0029448,C023670,C1
L0029449,C023671,C1
L0029450,C023672,C2
L0029451,C023673,C2
L0029452,C023674,C4
L0029453,C023674,C4
L0029454,C023675,C1
L0029455,C023676,C4
L0029456,C023677,C2
L0029457,C023678,C2
L0029458,C023679,C2
L0029459,C023680,C2
L0029460,C023681,C2
L0029461,C023682,C3
L0029462,C023682,C3
L0029463,C023683,C2
L0029464,C023684,C4
L0029465,C023685,C1
L0029466,C023686,C1
L0029467,C023687,C2
L0029468,C023688,C1
L0029469,C023689,C1
L0029470,C023690,C2
L0029471,C023691,C2
L0029472,C023692,C3
L0029473,C023692,C3
L0029474,C023692,C3
L0029475,C023693,C3
L0029476,C023693,C3
L0029477,C023693,C3
L0029478,C023694,C2
L0029479,C023695,C2
L0029480,C023696,C1
L0029481,C023697,C3
L0029482,C023697,C3
L0029483,C023698,C1
L0029484,C023699,C2
L0029485,C023700,C3
L0029486,C023700,C3
L0029487,C023700,C3
L0029488,C023701,C2
L0029489,C023702,C2
L0029490,C023702,C2
L0029491,C023703,C2
L0029492,C023704,C2
L0029493,C023705,C3
L0029494,C023705,C3
L0029495,C023706,C4
L0029496,C023707,C2
L0029497,C023708,C2
L0029498,C023709,C2
L0029499,C023710,C2
L0029500,C023711,C2
L0029501,C023712,C1
L0029502,C023713,C4
L0029503,C023714,C2
L0029504,C023715,C1
L0029505,C023716,C1
L0029506,C023717,C2
L0029507,C023718,C2
L0029508,C023719,C2
L0029509,C023720,C1
L0029510,C023721,C3
L0029511,C023721,C3
L0029512,C023722,C4
L0029513,C023722,C4
L0029514,C023723,C2
L0029515,C023724,C2
L0029516,C023725,C3
L0029517,C023725,C3
L0029518,C023725,C3
L0029519,C023726,C3
L0029520,C023726,C3
L0029521,C023727,C2
L0029522,C023728,C3
L0029523,C023728,C3
L0029524,C023728,C3
L0029525,C023729,C4
L0029526,C023730,C1
L0029527,C023731,C4
L0029528,C023731,C4
L0029529,C023732,C3
L0029530,C023732,C3
L0029531,C023732,C3
L0029532,C023733,C2
L0029533,C023734,C3
L0029534,C023734,C3
L0029535,C023734,C3
L0029536,C023735,C3
L0029537,C023735,C3
L0029538,C023736,C2
L0029539,C023737,C1
L0029540,C023738,C2
L0029541,C023739,C1
L0029542,C023740,C2
L0029543,C023741,C3
L0029544,C023741,C3
L0029545,C023742,C2
L0029546,C023743,C1
L0029547,C023744,C3
L0029548,C023744,C3
L0029549,C023744,C3
L0029550,C023745,C1
L0029551,C023746,C2
L0029552,C023747,C3
L0029553,C023747,C3
L0029554,C023748,C2
L0029555,C023749,C2
L0029556,C023750,C2
L0029557,C023751,C2
L0029558,C023752,C2
L0029559,C023753,C3
L0029560,C023753,C3
L0029561,C023754,C2
L0029562,C023755,C1
L0029563,C023756,C1
L0029564,C023757,C2
L0029565,C023758,C1
L0029566,C023759,C2
L0029567,C023760,C1
L0029568,C023761,C1
L0029569,C023762,C2
L0029570,C023763,C4
L0029571,C023763,C4
L0029572,C023764,C3
L0029573,C023764,C3
L0029574,C023765,C2
L0029575,C023766,C1
L0029576,C023767,C2
L0029577,C023768,C2
L0029578,C023769,C2
L0029579,C023770,C2
L0029580,C023771,C2
L0029581,C023772,C2
L0029582,C023773,C2
L0029583,C023773,C2
L0029584,C023774,C2
L0029585,C023775,C4
L0029586,C023776,C4
L0029587,C023777,C2
L0029588,C023778,C4
L0029589,C023779,C2
L0029590,C023780,C2
L0029591,C023781,C2
L0029592,C023782,C2
L0029593,C023783,C1
L0029594,C023784,C2
L0029595,C023785,C2
L0029596,C023786,C1
L0029597,C023787,C2
L0029598,C023788,C2
L0029599,C023789,C2
L0029600,C023790,C2
L0029601,C023791,C2
L0029602,C023792,C2
L0029603,C023793,C2
L0029604,C023794,C1
L0029605,C023794,C1
L0029606,C023795,C2
L0029607,C023796,C2
L0029608,C023797,C1
L0029609,C023798,C1
L0029610,C023799,C1
L0029611,C023800,C1
L0029612,C023801,C3
L0029613,C023801,C3
L0029614,C023802,C3
L0029615,C023802,C3
L0029616,C023802,C3
L0029617,C023803,C1
L0029618,C023804,C2
L0029619,C023805,C1
L0029620,C023806,C2
L0029621,C023807,C2
L0029622,C023808,C2
L0029623,C023809,C4
L0029624,C023810,C1
L0029625,C023811,C1
L0029626,C023812,C3
L0029627,C023812,C3
L0029628,C023813,C2
L0029629,C023814,C1
L0029630,C023815,C2
L0029631,C023816,C2
L0029632,C023817,C1
L0029633,C023818,C2
L0029634,C023819,C2
L0029635,C023820,C2
L0029636,C023821,C1
L0029637,C023822,C1
L0029638,C023823,C2
L0029639,C023824,C1
L0029640,C023825,C2
L0029641,C023826,C2
L0029642,C023827,C1
L0029643,C023827,C1
L0029644,C023828,C2
L0029645,C023829,C2
L0029646,C023830,C2
L0029647,C023831,C1
L0029648,C023832,C2
L0029649,C023833,C2
L0029650,C023834,C1
L0029651,C023835,C1
L0029652,C023836,C3
L0029653,C023836,C3
L0029654,C023837,C1
L0029655,C023838,C2
L0029656,C023839,C1
L0029657,C023840,C1
L0029658,C023841,C2
L0029659,C023842,C1
L0029660,C023842,C1
L0029661,C023843,C4
L0029662,C023844,C2
L0029663,C023845,C2
L0029664,C023845,C2
L0029665,C023846,C1
L0029666,C023847,C2
L0029667,C023848,C2
L0029668,C023849,C1
L0029669,C023850,C4
L0029670,C023851,C2
L0029671,C023852,C2
L0029672,C023853,C4
L0029673,C023854,C3
L0029674,C023854,C3
L0029675,C023855,C1
L0029676,C023856,C1
L0029677,C023857,C2
L0029678,C023858,C2
L0029679,C023859,C2
L0029680,C023860,C1
L0029681,C023860,C1
L0029682,C023861,C2
L0029683,C023862,C1
L0029684,C023862,C1
L0029685,C023863,C4
L0029686,C023864,C2
L0029687,C023865,C2
L0029688,C023866,C1
L0029689,C023867,C1
L0029690,C023868,C4
L0029691,C023869,C2
L0029692,C023870,C2
L0029693,C023871,C1
L0029694,C023872,C1
L0029695,C023873,C2
L0029696,C023874,C2
L0029697,C023875,C2
L0029698,C023876,C4
L0029699,C023877,C1
L0029700,C023878,C3
L0029701,C023878,C3
L0029702,C023879,C1
L0029703,C023880,C4
L0029704,C023881,C4
L0029705,C023881,C4
