loan_id,customer_id,segment
L0023228,C018687,2. Personal Prime (A-B)
L0023229,C018688,1. BNPL (all grades)
L0023230,C018688,2. Personal Prime (A-B)
L0023231,C018689,6. SME Non-prime (C-D-E)
L0023232,C018690,1. BNPL (all grades)
L0023233,C018691,2. Personal Prime (A-B)
L0023234,C018692,2. Personal Prime (A-B)
L0023235,C018693,3. Personal Mid (C)
L0023236,C018694,3. Personal Mid (C)
L0023237,C018695,5. SME Prime (A-B)
L0023238,C018696,5. SME Prime (A-B)
L0023239,C018696,2. Personal Prime (A-B)
L0023240,C018697,3. Personal Mid (C)
L0023241,C018698,1. BNPL (all grades)
L0023242,C018699,1. BNPL (all grades)
L0023243,C018700,4. Personal Subprime (D-E)
L0023244,C018701,1. BNPL (all grades)
L0023245,C018701,6. SME Non-prime (C-D-E)
L0023246,C018702,2. Personal Prime (A-B)
L0023247,C018703,3. Personal Mid (C)
L0023248,C018704,1. BNPL (all grades)
L0023249,C018705,2. Personal Prime (A-B)
L0023250,C018706,5. SME Prime (A-B)
L0023251,C018706,1. BNPL (all grades)
L0023252,C018707,6. SME Non-prime (C-D-E)
L0023253,C018708,3. Personal Mid (C)
L0023254,C018709,1. BNPL (all grades)
L0023255,C018710,2. Personal Prime (A-B)
L0023256,C018711,6. SME Non-prime (C-D-E)
L0023257,C018712,5. SME Prime (A-B)
L0023258,C018713,4. Personal Subprime (D-E)
L0023259,C018714,1. BNPL (all grades)
L0023260,C018714,4. Personal Subprime (D-E)
L0023261,C018715,4. Personal Subprime (D-E)
L0023262,C018715,4. Personal Subprime (D-E)
L0023263,C018716,2. Personal Prime (A-B)
L0023264,C018717,6. SME Non-prime (C-D-E)
L0023265,C018718,1. BNPL (all grades)
L0023266,C018719,1. BNPL (all grades)
L0023267,C018720,2. Personal Prime (A-B)
L0023268,C018721,6. SME Non-prime (C-D-E)
L0023269,C018722,2. Personal Prime (A-B)
L0023270,C018723,3. Personal Mid (C)
L0023271,C018724,6. SME Non-prime (C-D-E)
L0023272,C018724,6. SME Non-prime (C-D-E)
L0023273,C018725,3. Personal Mid (C)
L0023274,C018726,1. BNPL (all grades)
L0023275,C018727,5. SME Prime (A-B)
L0023276,C018728,2. Personal Prime (A-B)
L0023277,C018729,3. Personal Mid (C)
L0023278,C018730,1. BNPL (all grades)
L0023279,C018731,1. BNPL (all grades)
L0023280,C018732,2. Personal Prime (A-B)
L0023281,C018733,4. Personal Subprime (D-E)
L0023282,C018734,3. Personal Mid (C)
L0023283,C018735,1. BNPL (all grades)
L0023284,C018736,2. Personal Prime (A-B)
L0023285,C018737,4. Personal Subprime (D-E)
L0023286,C018738,1. BNPL (all grades)
L0023287,C018739,5. SME Prime (A-B)
L0023288,C018740,1. BNPL (all grades)
L0023289,C018740,1. BNPL (all grades)
L0023290,C018741,6. SME Non-prime (C-D-E)
L0023291,C018742,6. SME Non-prime (C-D-E)
L0023292,C018743,2. Personal Prime (A-B)
L0023293,C018744,1. BNPL (all grades)
L0023294,C018745,3. Personal Mid (C)
L0023295,C018746,1. BNPL (all grades)
L0023296,C018747,2. Personal Prime (A-B)
L0023297,C018747,1. BNPL (all grades)
L0023298,C018748,2. Personal Prime (A-B)
L0023299,C018749,1. BNPL (all grades)
L0023300,C018750,1. BNPL (all grades)
L0023301,C018750,1. BNPL (all grades)
L0023302,C018751,5. SME Prime (A-B)
L0023303,C018752,3. Personal Mid (C)
L0023304,C018752,3. Personal Mid (C)
L0023305,C018752,6. SME Non-prime (C-D-E)
L0023306,C018753,4. Personal Subprime (D-E)
L0023307,C018753,3. Personal Mid (C)
L0023308,C018754,2. Personal Prime (A-B)
L0023309,C018755,6. SME Non-prime (C-D-E)
L0023310,C018756,5. SME Prime (A-B)
L0023311,C018757,5. SME Prime (A-B)
L0023312,C018757,5. SME Prime (A-B)
L0023313,C018758,1. BNPL (all grades)
L0023314,C018759,6. SME Non-prime (C-D-E)
L0023315,C018760,6. SME Non-prime (C-D-E)
L0023316,C018761,3. Personal Mid (C)
L0023317,C018762,2. Personal Prime (A-B)
L0023318,C018762,2. Personal Prime (A-B)
L0023319,C018763,4. Personal Subprime (D-E)
L0023320,C018764,1. BNPL (all grades)
L0023321,C018765,1. BNPL (all grades)
L0023322,C018766,2. Personal Prime (A-B)
L0023323,C018766,5. SME Prime (A-B)
L0023324,C018767,1. BNPL (all grades)
L0023325,C018768,3. Personal Mid (C)
L0023326,C018769,6. SME Non-prime (C-D-E)
L0023327,C018769,6. SME Non-prime (C-D-E)
L0023328,C018770,1. BNPL (all grades)
L0023329,C018771,5. SME Prime (A-B)
L0023330,C018771,1. BNPL (all grades)
L0023331,C018772,1. BNPL (all grades)
L0023332,C018773,2. Personal Prime (A-B)
L0023333,C018774,2. Personal Prime (A-B)
L0023334,C018775,3. Personal Mid (C)
L0023335,C018776,2. Personal Prime (A-B)
L0023336,C018777,6. SME Non-prime (C-D-E)
L0023337,C018778,1. BNPL (all grades)
L0023338,C018778,3. Personal Mid (C)
L0023339,C018778,1. BNPL (all grades)
L0023340,C018779,4. Personal Subprime (D-E)
L0023341,C018780,5. SME Prime (A-B)
L0023342,C018780,2. Personal Prime (A-B)
L0023343,C018781,4. Personal Subprime (D-E)
L0023344,C018781,4. Personal Subprime (D-E)
L0023345,C018782,1. BNPL (all grades)
L0023346,C018783,1. BNPL (all grades)
L0023347,C018784,1. BNPL (all grades)
L0023348,C018785,5. SME Prime (A-B)
L0023349,C018786,1. BNPL (all grades)
L0023350,C018787,4. Personal Subprime (D-E)
L0023351,C018788,1. BNPL (all grades)
L0023352,C018789,1. BNPL (all grades)
L0023353,C018790,5. SME Prime (A-B)
L0023354,C018791,1. BNPL (all grades)
L0023355,C018792,1. BNPL (all grades)
L0023356,C018793,5. SME Prime (A-B)
L0023357,C018794,2. Personal Prime (A-B)
L0023358,C018795,2. Personal Prime (A-B)
L0023359,C018796,6. SME Non-prime (C-D-E)
L0023360,C018796,1. BNPL (all grades)
L0023361,C018797,6. SME Non-prime (C-D-E)
L0023362,C018797,4. Personal Subprime (D-E)
L0023363,C018798,1. BNPL (all grades)
L0023364,C018798,2. Personal Prime (A-B)
L0023365,C018798,2. Personal Prime (A-B)
L0023366,C018799,1. BNPL (all grades)
L0023367,C018799,6. SME Non-prime (C-D-E)
L0023368,C018799,1. BNPL (all grades)
L0023369,C018800,4. Personal Subprime (D-E)
L0023370,C018801,6. SME Non-prime (C-D-E)
L0023371,C018801,1. BNPL (all grades)
L0023372,C018802,6. SME Non-prime (C-D-E)
L0023373,C018803,1. BNPL (all grades)
L0023374,C018803,2. Personal Prime (A-B)
L0023375,C018804,1. BNPL (all grades)
L0023376,C018804,5. SME Prime (A-B)
L0023377,C018804,1. BNPL (all grades)
L0023378,C018805,4. Personal Subprime (D-E)
L0023379,C018806,3. Personal Mid (C)
L0023380,C018807,1. BNPL (all grades)
L0023381,C018807,4. Personal Subprime (D-E)
L0023382,C018808,4. Personal Subprime (D-E)
L0023383,C018809,5. SME Prime (A-B)
L0023384,C018810,1. BNPL (all grades)
L0023385,C018811,6. SME Non-prime (C-D-E)
L0023386,C018811,1. BNPL (all grades)
L0023387,C018811,1. BNPL (all grades)
L0023388,C018812,6. SME Non-prime (C-D-E)
L0023389,C018813,4. Personal Subprime (D-E)
L0023390,C018813,1. BNPL (all grades)
L0023391,C018814,2. Personal Prime (A-B)
L0023392,C018814,1. BNPL (all grades)
L0023393,C018815,4. Personal Subprime (D-E)
L0023394,C018816,5. SME Prime (A-B)
L0023395,C018817,1. BNPL (all grades)
L0023396,C018818,1. BNPL (all grades)
L0023397,C018818,1. BNPL (all grades)
L0023398,C018819,1. BNPL (all grades)
L0023399,C018819,3. Personal Mid (C)
L0023400,C018820,6. SME Non-prime (C-D-E)
L0023401,C018821,4. Personal Subprime (D-E)
L0023402,C018822,6. SME Non-prime (C-D-E)
L0023403,C018823,2. Personal Prime (A-B)
L0023404,C018824,6. SME Non-prime (C-D-E)
L0023405,C018825,2. Personal Prime (A-B)
L0023406,C018826,1. BNPL (all grades)
L0023407,C018826,2. Personal Prime (A-B)
L0023408,C018827,1. BNPL (all grades)
L0023409,C018828,1. BNPL (all grades)
L0023410,C018829,1. BNPL (all grades)
L0023411,C018830,6. SME Non-prime (C-D-E)
L0023412,C018830,3. Personal Mid (C)
L0023413,C018831,1. BNPL (all grades)
L0023414,C018832,2. Personal Prime (A-B)
L0023415,C018833,1. BNPL (all grades)
L0023416,C018834,2. Personal Prime (A-B)
L0023417,C018834,5. SME Prime (A-B)
L0023418,C018834,1. BNPL (all grades)
L0023419,C018835,3. Personal Mid (C)
L0023420,C018836,1. BNPL (all grades)
L0023421,C018837,3. Personal Mid (C)
L0023422,C018838,6. SME Non-prime (C-D-E)
L0023423,C018838,3. Personal Mid (C)
L0023424,C018839,3. Personal Mid (C)
L0023425,C018839,6. SME Non-prime (C-D-E)
L0023426,C018840,3. Personal Mid (C)
L0023427,C018841,5. SME Prime (A-B)
L0023428,C018842,2. Personal Prime (A-B)
L0023429,C018842,1. BNPL (all grades)
L0023430,C018843,1. BNPL (all grades)
L0023431,C018843,2. Personal Prime (A-B)
L0023432,C018844,3. Personal Mid (C)
L0023433,C018845,6. SME Non-prime (C-D-E)
L0023434,C018846,2. Personal Prime (A-B)
L0023435,C018846,1. BNPL (all grades)
L0023436,C018846,2. Personal Prime (A-B)
L0023437,C018847,2. Personal Prime (A-B)
L0023438,C018847,1. BNPL (all grades)
L0023439,C018848,2. Personal Prime (A-B)
L0023440,C018849,2. Personal Prime (A-B)
L0023441,C018850,1. BNPL (all grades)
L0023442,C018851,1. BNPL (all grades)
L0023443,C018852,2. Personal Prime (A-B)
L0023444,C018853,1. BNPL (all grades)
L0023445,C018853,2. Personal Prime (A-B)
L0023446,C018854,6. SME Non-prime (C-D-E)
L0023447,C018855,4. Personal Subprime (D-E)
L0023448,C018856,3. Personal Mid (C)
L0023449,C018857,1. BNPL (all grades)
L0023450,C018858,1. BNPL (all grades)
L0023451,C018859,5. SME Prime (A-B)
L0023452,C018860,4. Personal Subprime (D-E)
L0023453,C018861,3. Personal Mid (C)
L0023454,C018861,1. BNPL (all grades)
L0023455,C018861,3. Personal Mid (C)
L0023456,C018862,4. Personal Subprime (D-E)
L0023457,C018863,4. Personal Subprime (D-E)
L0023458,C018863,1. BNPL (all grades)
L0023459,C018864,3. Personal Mid (C)
L0023460,C018864,6. SME Non-prime (C-D-E)
L0023461,C018865,1. BNPL (all grades)
L0023462,C018866,4. Personal Subprime (D-E)
L0023463,C018866,6. SME Non-prime (C-D-E)
L0023464,C018867,1. BNPL (all grades)
L0023465,C018868,1. BNPL (all grades)
L0023466,C018869,3. Personal Mid (C)
L0023467,C018869,6. SME Non-prime (C-D-E)
L0023468,C018870,1. BNPL (all grades)
L0023469,C018871,3. Personal Mid (C)
L0023470,C018872,1. BNPL (all grades)
L0023471,C018873,1. BNPL (all grades)
L0023472,C018874,1. BNPL (all grades)
L0023473,C018875,3. Personal Mid (C)
L0023474,C018875,3. Personal Mid (C)
L0023475,C018876,2. Personal Prime (A-B)
L0023476,C018877,2. Personal Prime (A-B)
L0023477,C018878,3. Personal Mid (C)
L0023478,C018879,5. SME Prime (A-B)
L0023479,C018880,2. Personal Prime (A-B)
L0023480,C018880,2. Personal Prime (A-B)
L0023481,C018881,6. SME Non-prime (C-D-E)
L0023482,C018882,4. Personal Subprime (D-E)
L0023483,C018883,2. Personal Prime (A-B)
L0023484,C018884,2. Personal Prime (A-B)
L0023485,C018885,1. BNPL (all grades)
L0023486,C018886,2. Personal Prime (A-B)
L0023487,C018887,1. BNPL (all grades)
L0023488,C018888,4. Personal Subprime (D-E)
L0023489,C018889,1. BNPL (all grades)
L0023490,C018890,1. BNPL (all grades)
L0023491,C018891,1. BNPL (all grades)
L0023492,C018892,3. Personal Mid (C)
L0023493,C018892,3. Personal Mid (C)
L0023494,C018893,6. SME Non-prime (C-D-E)
L0023495,C018894,5. SME Prime (A-B)
L0023496,C018895,3. Personal Mid (C)
L0023497,C018896,1. BNPL (all grades)
L0023498,C018897,1. BNPL (all grades)
L0023499,C018898,6. SME Non-prime (C-D-E)
L0023500,C018899,1. BNPL (all grades)
L0023501,C018900,1. BNPL (all grades)
L0023502,C018901,2. Personal Prime (A-B)
L0023503,C018902,3. Personal Mid (C)
L0023504,C018903,1. BNPL (all grades)
L0023505,C018903,6. SME Non-prime (C-D-E)
L0023506,C018904,3. Personal Mid (C)
L0023507,C018905,3. Personal Mid (C)
L0023508,C018905,3. Personal Mid (C)
L0023509,C018906,1. BNPL (all grades)
L0023510,C018907,4. Personal Subprime (D-E)
L0023511,C018908,2. Personal Prime (A-B)
L0023512,C018909,1. BNPL (all grades)
L0023513,C018910,1. BNPL (all grades)
L0023514,C018911,2. Personal Prime (A-B)
L0023515,C018912,1. BNPL (all grades)
L0023516,C018913,3. Personal Mid (C)
L0023517,C018914,2. Personal Prime (A-B)
L0023518,C018914,1. BNPL (all grades)
L0023519,C018915,1. BNPL (all grades)
L0023520,C018916,6. SME Non-prime (C-D-E)
L0023521,C018917,1. BNPL (all grades)
L0023522,C018918,1. BNPL (all grades)
L0023523,C018919,2. Personal Prime (A-B)
L0023524,C018920,5. SME Prime (A-B)
L0023525,C018921,6. SME Non-prime (C-D-E)
L0023526,C018922,1. BNPL (all grades)
L0023527,C018923,1. BNPL (all grades)
L0023528,C018923,6. SME Non-prime (C-D-E)
L0023529,C018924,5. SME Prime (A-B)
L0023530,C018925,5. SME Prime (A-B)
L0023531,C018926,4. Personal Subprime (D-E)
L0023532,C018927,1. BNPL (all grades)
L0023533,C018928,2. Personal Prime (A-B)
L0023534,C018929,1. BNPL (all grades)
L0023535,C018930,4. Personal Subprime (D-E)
L0023536,C018931,3. Personal Mid (C)
L0023537,C018932,1. BNPL (all grades)
L0023538,C018933,2. Personal Prime (A-B)
L0023539,C018934,4. Personal Subprime (D-E)
L0023540,C018935,1. BNPL (all grades)
L0023541,C018935,1. BNPL (all grades)
L0023542,C018936,4. Personal Subprime (D-E)
L0023543,C018937,3. Personal Mid (C)
L0023544,C018938,1. BNPL (all grades)
L0023545,C018939,1. BNPL (all grades)
L0023546,C018939,6. SME Non-prime (C-D-E)
L0023547,C018940,3. Personal Mid (C)
L0023548,C018941,5. SME Prime (A-B)
L0023549,C018942,1. BNPL (all grades)
L0023550,C018942,1. BNPL (all grades)
L0023551,C018943,3. Personal Mid (C)
L0023552,C018944,6. SME Non-prime (C-D-E)
L0023553,C018945,1. BNPL (all grades)
L0023554,C018946,5. SME Prime (A-B)
L0023555,C018947,3. Personal Mid (C)
L0023556,C018948,1. BNPL (all grades)
L0023557,C018949,6. SME Non-prime (C-D-E)
L0023558,C018950,1. BNPL (all grades)
L0023559,C018951,1. BNPL (all grades)
L0023560,C018952,4. Personal Subprime (D-E)
L0023561,C018953,4. Personal Subprime (D-E)
L0023562,C018954,5. SME Prime (A-B)
L0023563,C018954,2. Personal Prime (A-B)
L0023564,C018955,2. Personal Prime (A-B)
L0023565,C018955,1. BNPL (all grades)
L0023566,C018956,2. Personal Prime (A-B)
L0023567,C018957,1. BNPL (all grades)
L0023568,C018958,1. BNPL (all grades)
L0023569,C018959,4. Personal Subprime (D-E)
L0023570,C018960,5. SME Prime (A-B)
L0023571,C018961,4. Personal Subprime (D-E)
L0023572,C018961,6. SME Non-prime (C-D-E)
L0023573,C018962,6. SME Non-prime (C-D-E)
L0023574,C018963,3. Personal Mid (C)
L0023575,C018964,6. SME Non-prime (C-D-E)
L0023576,C018964,6. SME Non-prime (C-D-E)
L0023577,C018964,4. Personal Subprime (D-E)
L0023578,C018965,6. SME Non-prime (C-D-E)
L0023579,C018966,1. BNPL (all grades)
L0023580,C018967,4. Personal Subprime (D-E)
L0023581,C018968,3. Personal Mid (C)
L0023582,C018969,5. SME Prime (A-B)
L0023583,C018969,2. Personal Prime (A-B)
L0023584,C018970,4. Personal Subprime (D-E)
L0023585,C018971,3. Personal Mid (C)
L0023586,C018972,6. SME Non-prime (C-D-E)
L0023587,C018973,1. BNPL (all grades)
L0023588,C018974,5. SME Prime (A-B)
L0023589,C018975,5. SME Prime (A-B)
L0023590,C018976,4. Personal Subprime (D-E)
L0023591,C018976,4. Personal Subprime (D-E)
L0023592,C018977,3. Personal Mid (C)
L0023593,C018978,6. SME Non-prime (C-D-E)
L0023594,C018978,3. Personal Mid (C)
L0023595,C018979,2. Personal Prime (A-B)
L0023596,C018980,1. BNPL (all grades)
L0023597,C018981,6. SME Non-prime (C-D-E)
L0023598,C018981,4. Personal Subprime (D-E)
L0023599,C018982,4. Personal Subprime (D-E)
L0023600,C018983,1. BNPL (all grades)
L0023601,C018983,2. Personal Prime (A-B)
L0023602,C018984,5. SME Prime (A-B)
L0023603,C018985,5. SME Prime (A-B)
L0023604,C018986,5. SME Prime (A-B)
L0023605,C018987,3. Personal Mid (C)
L0023606,C018988,1. BNPL (all grades)
L0023607,C018988,1. BNPL (all grades)
L0023608,C018989,3. Personal Mid (C)
L0023609,C018990,5. SME Prime (A-B)
L0023610,C018991,1. BNPL (all grades)
L0023611,C018992,5. SME Prime (A-B)
L0023612,C018993,2. Personal Prime (A-B)
L0023613,C018994,1. BNPL (all grades)
L0023614,C018995,3. Personal Mid (C)
L0023615,C018996,1. BNPL (all grades)
L0023616,C018996,2. Personal Prime (A-B)
L0023617,C018997,4. Personal Subprime (D-E)
L0023618,C018998,2. Personal Prime (A-B)
L0023619,C018999,5. SME Prime (A-B)
L0023620,C019000,2. Personal Prime (A-B)
L0023621,C019001,1. BNPL (all grades)
L0023622,C019002,1. BNPL (all grades)
L0023623,C019003,4. Personal Subprime (D-E)
L0023624,C019004,2. Personal Prime (A-B)
L0023625,C019005,1. BNPL (all grades)
L0023626,C019006,3. Personal Mid (C)
L0023627,C019007,4. Personal Subprime (D-E)
L0023628,C019007,4. Personal Subprime (D-E)
L0023629,C019008,6. SME Non-prime (C-D-E)
L0023630,C019009,1. BNPL (all grades)
L0023631,C019010,2. Personal Prime (A-B)
L0023632,C019011,4. Personal Subprime (D-E)
L0023633,C019012,3. Personal Mid (C)
L0023634,C019013,1. BNPL (all grades)
L0023635,C019014,1. BNPL (all grades)
L0023636,C019014,1. BNPL (all grades)
L0023637,C019015,1. BNPL (all grades)
L0023638,C019015,1. BNPL (all grades)
L0023639,C019016,2. Personal Prime (A-B)
L0023640,C019016,1. BNPL (all grades)
L0023641,C019017,3. Personal Mid (C)
L0023642,C019018,2. Personal Prime (A-B)
L0023643,C019019,1. BNPL (all grades)
L0023644,C019020,6. SME Non-prime (C-D-E)
L0023645,C019021,4. Personal Subprime (D-E)
L0023646,C019021,4. Personal Subprime (D-E)
L0023647,C019022,5. SME Prime (A-B)
L0023648,C019023,1. BNPL (all grades)
L0023649,C019024,1. BNPL (all grades)
L0023650,C019025,1. BNPL (all grades)
L0023651,C019026,2. Personal Prime (A-B)
L0023652,C019027,1. BNPL (all grades)
L0023653,C019028,1. BNPL (all grades)
L0023654,C019028,3. Personal Mid (C)
L0023655,C019029,4. Personal Subprime (D-E)
L0023656,C019030,2. Personal Prime (A-B)
L0023657,C019031,1. BNPL (all grades)
L0023658,C019031,1. BNPL (all grades)
L0023659,C019032,6. SME Non-prime (C-D-E)
L0023660,C019032,1. BNPL (all grades)
L0023661,C019033,1. BNPL (all grades)
L0023662,C019034,1. BNPL (all grades)
L0023663,C019035,1. BNPL (all grades)
L0023664,C019036,4. Personal Subprime (D-E)
L0023665,C019036,6. SME Non-prime (C-D-E)
L0023666,C019036,1. BNPL (all grades)
L0023667,C019037,2. Personal Prime (A-B)
L0023668,C019038,1. BNPL (all grades)
L0023669,C019039,2. Personal Prime (A-B)
L0023670,C019039,1. BNPL (all grades)
L0023671,C019040,1. BNPL (all grades)
L0023672,C019040,2. Personal Prime (A-B)
L0023673,C019040,5. SME Prime (A-B)
L0023674,C019041,1. BNPL (all grades)
L0023675,C019041,3. Personal Mid (C)
L0023676,C019041,1. BNPL (all grades)
L0023677,C019042,1. BNPL (all grades)
L0023678,C019043,1. BNPL (all grades)
L0023679,C019044,5. SME Prime (A-B)
L0023680,C019044,1. BNPL (all grades)
L0023681,C019045,4. Personal Subprime (D-E)
L0023682,C019045,1. BNPL (all grades)
L0023683,C019046,1. BNPL (all grades)
L0023684,C019047,2. Personal Prime (A-B)
L0023685,C019048,1. BNPL (all grades)
L0023686,C019049,5. SME Prime (A-B)
L0023687,C019050,3. Personal Mid (C)
L0023688,C019051,4. Personal Subprime (D-E)
L0023689,C019052,5. SME Prime (A-B)
L0023690,C019053,6. SME Non-prime (C-D-E)
L0023691,C019054,1. BNPL (all grades)
L0023692,C019054,1. BNPL (all grades)
L0023693,C019055,1. BNPL (all grades)
L0023694,C019055,3. Personal Mid (C)
L0023695,C019055,1. BNPL (all grades)
L0023696,C019056,6. SME Non-prime (C-D-E)
L0023697,C019057,1. BNPL (all grades)
L0023698,C019058,1. BNPL (all grades)
L0023699,C019058,1. BNPL (all grades)
L0023700,C019059,2. Personal Prime (A-B)
L0023701,C019060,1. BNPL (all grades)
L0023702,C019061,4. Personal Subprime (D-E)
L0023703,C019061,1. BNPL (all grades)
L0023704,C019062,1. BNPL (all grades)
L0023705,C019063,5. SME Prime (A-B)
L0023706,C019064,2. Personal Prime (A-B)
L0023707,C019064,1. BNPL (all grades)
L0023708,C019065,1. BNPL (all grades)
L0023709,C019066,1. BNPL (all grades)
L0023710,C019067,5. SME Prime (A-B)
L0023711,C019068,1. BNPL (all grades)
L0023712,C019069,1. BNPL (all grades)
L0023713,C019070,2. Personal Prime (A-B)
L0023714,C019071,2. Personal Prime (A-B)
L0023715,C019071,2. Personal Prime (A-B)
L0023716,C019071,1. BNPL (all grades)
L0023717,C019072,5. SME Prime (A-B)
L0023718,C019072,1. BNPL (all grades)
L0023719,C019073,5. SME Prime (A-B)
L0023720,C019074,2. Personal Prime (A-B)
L0023721,C019075,1. BNPL (all grades)
L0023722,C019076,1. BNPL (all grades)
L0023723,C019077,2. Personal Prime (A-B)
L0023724,C019078,1. BNPL (all grades)
L0023725,C019079,1. BNPL (all grades)
L0023726,C019080,1. BNPL (all grades)
L0023727,C019081,1. BNPL (all grades)
L0023728,C019082,6. SME Non-prime (C-D-E)
L0023729,C019083,3. Personal Mid (C)
L0023730,C019084,2. Personal Prime (A-B)
L0023731,C019085,5. SME Prime (A-B)
L0023732,C019086,1. BNPL (all grades)
L0023733,C019087,2. Personal Prime (A-B)
L0023734,C019088,1. BNPL (all grades)
L0023735,C019089,1. BNPL (all grades)
L0023736,C019090,4. Personal Subprime (D-E)
L0023737,C019091,6. SME Non-prime (C-D-E)
L0023738,C019092,2. Personal Prime (A-B)
L0023739,C019093,2. Personal Prime (A-B)
L0023740,C019094,3. Personal Mid (C)
L0023741,C019094,6. SME Non-prime (C-D-E)
L0023742,C019095,1. BNPL (all grades)
L0023743,C019096,1. BNPL (all grades)
L0023744,C019097,1. BNPL (all grades)
L0023745,C019098,5. SME Prime (A-B)
L0023746,C019098,2. Personal Prime (A-B)
L0023747,C019099,3. Personal Mid (C)
L0023748,C019099,6. SME Non-prime (C-D-E)
L0023749,C019100,5. SME Prime (A-B)
L0023750,C019101,1. BNPL (all grades)
L0023751,C019102,1. BNPL (all grades)
L0023752,C019102,2. Personal Prime (A-B)
L0023753,C019103,5. SME Prime (A-B)
L0023754,C019104,6. SME Non-prime (C-D-E)
L0023755,C019105,4. Personal Subprime (D-E)
L0023756,C019106,4. Personal Subprime (D-E)
L0023757,C019107,1. BNPL (all grades)
L0023758,C019108,1. BNPL (all grades)
L0023759,C019109,1. BNPL (all grades)
L0023760,C019109,1. BNPL (all grades)
L0023761,C019110,1. BNPL (all grades)
L0023762,C019111,2. Personal Prime (A-B)
L0023763,C019112,5. SME Prime (A-B)
L0023764,C019113,2. Personal Prime (A-B)
L0023765,C019114,4. Personal Subprime (D-E)
L0023766,C019115,5. SME Prime (A-B)
L0023767,C019116,3. Personal Mid (C)
L0023768,C019117,2. Personal Prime (A-B)
L0023769,C019117,2. Personal Prime (A-B)
L0023770,C019118,1. BNPL (all grades)
L0023771,C019119,4. Personal Subprime (D-E)
L0023772,C019120,5. SME Prime (A-B)
L0023773,C019121,4. Personal Subprime (D-E)
L0023774,C019121,4. Personal Subprime (D-E)
L0023775,C019121,6. SME Non-prime (C-D-E)
L0023776,C019122,2. Personal Prime (A-B)
L0023777,C019123,1. BNPL (all grades)
L0023778,C019124,1. BNPL (all grades)
L0023779,C019125,1. BNPL (all grades)
L0023780,C019126,2. Personal Prime (A-B)
L0023781,C019127,1. BNPL (all grades)
L0023782,C019128,4. Personal Subprime (D-E)
L0023783,C019129,4. Personal Subprime (D-E)
L0023784,C019130,2. Personal Prime (A-B)
L0023785,C019131,1. BNPL (all grades)
L0023786,C019131,1. BNPL (all grades)
L0023787,C019132,4. Personal Subprime (D-E)
L0023788,C019133,2. Personal Prime (A-B)
L0023789,C019133,3. Personal Mid (C)
L0023790,C019133,1. BNPL (all grades)
L0023791,C019134,4. Personal Subprime (D-E)
L0023792,C019135,3. Personal Mid (C)
L0023793,C019136,1. BNPL (all grades)
L0023794,C019137,5. SME Prime (A-B)
L0023795,C019138,3. Personal Mid (C)
L0023796,C019139,4. Personal Subprime (D-E)
L0023797,C019140,1. BNPL (all grades)
L0023798,C019141,2. Personal Prime (A-B)
L0023799,C019142,1. BNPL (all grades)
L0023800,C019143,2. Personal Prime (A-B)
L0023801,C019144,5. SME Prime (A-B)
L0023802,C019145,1. BNPL (all grades)
L0023803,C019146,2. Personal Prime (A-B)
L0023804,C019147,2. Personal Prime (A-B)
L0023805,C019148,1. BNPL (all grades)
L0023806,C019149,4. Personal Subprime (D-E)
L0023807,C019150,2. Personal Prime (A-B)
L0023808,C019150,2. Personal Prime (A-B)
L0023809,C019151,1. BNPL (all grades)
L0023810,C019152,6. SME Non-prime (C-D-E)
L0023811,C019152,6. SME Non-prime (C-D-E)
L0023812,C019153,1. BNPL (all grades)
L0023813,C019154,4. Personal Subprime (D-E)
L0023814,C019155,4. Personal Subprime (D-E)
L0023815,C019155,6. SME Non-prime (C-D-E)
L0023816,C019156,1. BNPL (all grades)
L0023817,C019156,1. BNPL (all grades)
L0023818,C019156,3. Personal Mid (C)
L0023819,C019157,4. Personal Subprime (D-E)
L0023820,C019158,1. BNPL (all grades)
L0023821,C019159,1. BNPL (all grades)
L0023822,C019159,3. Personal Mid (C)
L0023823,C019160,3. Personal Mid (C)
L0023824,C019161,2. Personal Prime (A-B)
L0023825,C019162,1. BNPL (all grades)
L0023826,C019163,6. SME Non-prime (C-D-E)
L0023827,C019163,6. SME Non-prime (C-D-E)
L0023828,C019163,4. Personal Subprime (D-E)
L0023829,C019164,1. BNPL (all grades)
L0023830,C019165,4. Personal Subprime (D-E)
L0023831,C019166,1. BNPL (all grades)
L0023832,C019167,4. Personal Subprime (D-E)
L0023833,C019168,1. BNPL (all grades)
L0023834,C019169,3. Personal Mid (C)
L0023835,C019170,1. BNPL (all grades)
L0023836,C019171,1. BNPL (all grades)
L0023837,C019172,1. BNPL (all grades)
L0023838,C019173,2. Personal Prime (A-B)
L0023839,C019174,1. BNPL (all grades)
L0023840,C019174,3. Personal Mid (C)
L0023841,C019174,1. BNPL (all grades)
L0023842,C019175,3. Personal Mid (C)
L0023843,C019176,4. Personal Subprime (D-E)
L0023844,C019177,1. BNPL (all grades)
L0023845,C019177,2. Personal Prime (A-B)
L0023846,C019178,2. Personal Prime (A-B)
L0023847,C019179,3. Personal Mid (C)
L0023848,C019179,6. SME Non-prime (C-D-E)
L0023849,C019180,4. Personal Subprime (D-E)
L0023850,C019180,4. Personal Subprime (D-E)
L0023851,C019181,2. Personal Prime (A-B)
