loan_id,customer_id,segment,product_type,obs_month,dpd_current,ews_score,band,is_behavioural_distress,recommended_action
L0046990,C037870,6. Subprime BNPL (D-E),BNPL,2026-03,15,0.0053,AMBER,0,watchlist / monitor monthly
L0047190,C038036,5. SME Non-prime (C-E),SME,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0047316,C038138,5. SME Non-prime (C-E),SME,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0047478,C038264,2. Personal Prime (A-B),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0047479,C038265,5. SME Non-prime (C-E),SME,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0047833,C038549,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0048047,C038728,2. Personal Prime (A-B),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0048396,C039023,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0048397,C039023,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0048731,C039289,5. SME Non-prime (C-E),SME,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0048819,C039362,4. SME Prime (A-B),SME,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0049090,C039582,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0049102,C039591,5. SME Non-prime (C-E),SME,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0049112,C039600,5. SME Non-prime (C-E),SME,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0049236,C039708,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0049296,C039760,5. SME Non-prime (C-E),SME,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0049312,C039772,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0049577,C039981,2. Personal Prime (A-B),Personal,2026-03,0,0.0053,AMBER,0,watchlist / monitor monthly
L0000125,C000103,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0000292,C000235,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0000557,C000442,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0000633,C000502,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0000803,C000642,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001001,C000814,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001011,C000824,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001113,C000904,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001114,C000904,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001115,C000904,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001160,C000941,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001215,C000985,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001577,C001273,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0001759,C001411,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0002709,C002170,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0002911,C002334,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0002958,C002374,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0003178,C002545,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0003221,C002579,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0003238,C002593,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0003584,C002873,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004046,C003249,1. BNPL (grade A-C),BNPL,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004060,C003259,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004107,C003299,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004171,C003349,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004243,C003405,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004275,C003436,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004280,C003441,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004403,C003539,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004729,C003796,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0004969,C003991,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0005267,C004237,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0005771,C004628,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0005884,C004722,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0005885,C004723,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0005953,C004777,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0006014,C004825,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0006384,C005128,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0006496,C005221,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0007588,C006109,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0007690,C006192,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0008111,C006520,1. BNPL (grade A-C),BNPL,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0008116,C006523,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0008169,C006566,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0008186,C006580,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0008193,C006587,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0008194,C006587,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0008390,C006747,5. SME Non-prime (C-E),SME,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0008497,C006838,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0008592,C006914,4. SME Prime (A-B),SME,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0008706,C007006,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0008710,C007010,1. BNPL (grade A-C),BNPL,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0008902,C007164,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0009100,C007323,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0009436,C007603,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0009467,C007628,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0009489,C007647,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0009713,C007827,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0009876,C007962,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0009877,C007963,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0010241,C008258,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0010664,C008579,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0010887,C008755,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0011145,C008970,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0011146,C008970,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0011154,C008976,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0011165,C008986,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0011264,C009063,5. SME Non-prime (C-E),SME,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0011377,C009147,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0011561,C009294,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0011848,C009519,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0011946,C009600,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0012003,C009645,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0012245,C009853,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0012316,C009907,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0012600,C010136,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0013259,C010676,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0013324,C010728,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0013621,C010954,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0014030,C011281,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0014288,C011486,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0014400,C011587,2. Personal Prime (A-B),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0014401,C011587,2. Personal Prime (A-B),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0014594,C011741,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0014870,C011964,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0015219,C012249,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0015606,C012551,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0015910,C012790,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0016053,C012908,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0016239,C013052,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0016259,C013068,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0016479,C013245,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0016526,C013284,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0016547,C013303,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0016754,C013475,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017033,C013710,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017168,C013815,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017209,C013850,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017292,C013918,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017320,C013943,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017321,C013943,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017376,C013985,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017379,C013987,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0017558,C014135,5. SME Non-prime (C-E),SME,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0017836,C014357,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0018088,C014561,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0018182,C014634,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0018300,C014726,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0018392,C014800,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0018515,C014902,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0018727,C015073,2. Personal Prime (A-B),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0018824,C015151,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0018998,C015293,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019237,C015487,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019238,C015487,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019435,C015647,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019470,C015674,4. SME Prime (A-B),SME,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0019576,C015760,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019578,C015760,1. BNPL (grade A-C),BNPL,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019623,C015798,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019717,C015878,4. SME Prime (A-B),SME,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0019808,C015949,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019889,C016011,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0019984,C016087,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0020187,C016248,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0020307,C016338,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0021364,C017187,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0022122,C017799,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0022736,C018277,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0022737,C018277,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0022860,C018383,6. Subprime BNPL (D-E),BNPL,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0023016,C018509,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0023575,C018964,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0023576,C018964,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0023608,C018989,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0023977,C019284,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0024261,C019512,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0024739,C019917,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0024794,C019960,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0024911,C020048,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0025107,C020207,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0025686,C020661,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0025725,C020693,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0026160,C021045,1. BNPL (grade A-C),BNPL,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0026657,C021445,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0026658,C021445,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0026731,C021499,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0026791,C021550,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0026792,C021550,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0026801,C021558,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0027062,C021767,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0027068,C021773,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0027073,C021777,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0027187,C021869,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0027407,C022041,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0027777,C022329,1. BNPL (grade A-C),BNPL,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0027848,C022388,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0027870,C022405,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0027990,C022498,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0028254,C022711,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0028868,C023197,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0028887,C023214,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0028933,C023254,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0029036,C023343,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0029088,C023385,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0029098,C023393,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0029170,C023449,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0029407,C023638,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0029849,C023996,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0029985,C024110,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0030001,C024126,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0030023,C024146,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0030351,C024402,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0030352,C024402,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0030693,C024685,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0030734,C024712,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0030735,C024712,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0030755,C024729,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0031328,C025198,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0031633,C025435,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0032099,C025824,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0032268,C025961,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0032331,C026010,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0032338,C026015,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0032467,C026119,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0032471,C026122,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0032696,C026304,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0032743,C026343,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033067,C026601,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033233,C026740,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033267,C026770,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033314,C026807,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033401,C026882,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033402,C026882,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033533,C026983,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0033666,C027088,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033686,C027107,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033749,C027164,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0033804,C027208,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0034190,C027527,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0034217,C027550,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0034863,C028075,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0034886,C028092,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035065,C028233,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035111,C028270,4. SME Prime (A-B),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035527,C028614,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035583,C028656,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035586,C028659,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035587,C028659,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035761,C028793,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035801,C028824,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035840,C028857,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0035914,C028915,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0036008,C028995,2. Personal Prime (A-B),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0036130,C029096,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0036405,C029334,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0036922,C029746,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0037135,C029913,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0037152,C029925,3. Personal Non-prime (C-E),Personal,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
L0038435,C030974,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0038441,C030978,3. Personal Non-prime (C-E),Personal,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0038442,C030978,5. SME Non-prime (C-E),SME,2026-03,0,0.0047,AMBER,0,watchlist / monitor monthly
L0038573,C031085,5. SME Non-prime (C-E),SME,2026-03,15,0.0047,AMBER,0,watchlist / monitor monthly
