customer_id,region_type,income_proxy_band,employment_type,age,first_time_borrower,credit_quality_indicator,acquisition_channel,cac
C014252,Urban,Mid,Salaried,34,1,A,Partner-embedded,948
C014253,Urban,Low,Salaried,30,1,C,Digital ads,1161
C014254,Urban,Mid,Gig,24,1,B,DSA,746
C014255,Semi-urban,Mid,Self-employed,35,0,C,Partner-embedded,426
C014256,Semi-urban,Low,Informal,24,0,B,Partner-embedded,481
C014257,Urban,Low,Informal,41,0,B,Partner-embedded,512
C014258,Semi-urban,Low,Salaried,41,1,B,Digital ads,1580
C014259,Rural,Mid,Gig,55,0,C,Partner-embedded,510
C014260,Urban,High,Salaried,23,1,D,DSA,1097
C014261,Urban,Low,Salaried,24,0,C,Digital ads,1280
C014262,Urban,Mid,Gig,28,0,B,Digital ads,1614
C014263,Urban,Low,Informal,36,0,D,Referral,264
C014264,Urban,Mid,Salaried,23,0,A,DSA,1227
C014265,Urban,High,Salaried,28,0,B,Digital ads,1351
C014266,Urban,Mid,Salaried,54,1,B,Digital ads,953
C014267,Semi-urban,High,Salaried,25,1,D,Digital ads,1595
C014268,Rural,Mid,Gig,35,0,B,Digital ads,1232
C014269,Semi-urban,High,Salaried,33,0,C,Organic,116
C014270,Urban,Mid,Self-employed,25,1,B,Digital ads,1336
C014271,Urban,Mid,Salaried,41,0,B,Partner-embedded,538
C014272,Urban,Low,Self-employed,29,0,B,Referral,289
C014273,Urban,Mid,Gig,27,0,D,DSA,1175
C014274,Semi-urban,Mid,Salaried,35,0,A,Digital ads,1420
C014275,Urban,Low,Self-employed,22,0,D,Partner-embedded,567
C014276,Urban,Mid,Self-employed,33,0,B,Referral,313
C014277,Semi-urban,Mid,Self-employed,24,0,C,Partner-embedded,661
C014278,Urban,Low,Self-employed,26,0,D,Referral,256
C014279,Urban,Low,Self-employed,35,0,B,Referral,354
C014280,Rural,Mid,Salaried,45,0,D,Organic,155
C014281,Semi-urban,Mid,Salaried,23,0,C,Digital ads,1057
C014282,Semi-urban,Mid,Gig,31,0,C,Digital ads,1441
C014283,Semi-urban,Mid,Self-employed,28,0,B,DSA,842
C014284,Urban,Mid,Salaried,61,0,C,Digital ads,1120
C014285,Urban,Low,Self-employed,27,1,B,Referral,460
C014286,Urban,Low,Salaried,33,0,A,Digital ads,1086
C014287,Rural,Low,Gig,55,0,C,Digital ads,1426
C014288,Urban,High,Informal,27,0,A,Digital ads,1186
C014289,Urban,Low,Self-employed,37,0,C,Digital ads,1066
C014290,Urban,Mid,Gig,52,1,B,Digital ads,1471
C014291,Urban,High,Self-employed,26,1,C,Digital ads,1494
C014292,Urban,Low,Gig,22,0,D,Digital ads,1245
C014293,Semi-urban,High,Gig,39,0,D,Referral,361
C014294,Urban,Mid,Self-employed,32,0,A,Digital ads,1063
C014295,Semi-urban,Mid,Self-employed,22,1,C,Organic,119
C014296,Rural,High,Self-employed,28,0,D,Digital ads,1453
C014297,Semi-urban,High,Self-employed,33,1,D,Referral,416
C014298,Urban,Low,Gig,37,0,D,Partner-embedded,518
C014299,Urban,Low,Self-employed,27,0,C,Referral,450
C014300,Semi-urban,Low,Salaried,28,0,C,DSA,998
C014301,Urban,Mid,Informal,41,0,A,Digital ads,1516
C014302,Semi-urban,Low,Informal,41,0,E,Digital ads,1186
C014303,Urban,Low,Salaried,20,0,B,Partner-embedded,648
C014304,Urban,Mid,Self-employed,20,1,B,Partner-embedded,608
C014305,Urban,Mid,Self-employed,27,1,B,DSA,1132
C014306,Urban,Mid,Salaried,32,1,A,Organic,151
C014307,Semi-urban,Mid,Salaried,23,0,D,Referral,304
C014308,Urban,Low,Self-employed,25,0,B,Digital ads,1018
C014309,Semi-urban,Mid,Gig,55,0,D,Digital ads,1254
C014310,Urban,Mid,Informal,36,0,D,Partner-embedded,1028
C014311,Urban,High,Gig,29,0,C,DSA,1251
C014312,Urban,Mid,Gig,28,0,B,Digital ads,1088
C014313,Urban,Low,Salaried,38,1,A,Digital ads,1478
C014314,Urban,Mid,Salaried,40,0,A,Digital ads,689
C014315,Urban,Low,Gig,26,0,E,DSA,986
C014316,Semi-urban,Mid,Self-employed,41,0,B,Partner-embedded,628
C014317,Urban,Low,Salaried,49,1,C,Digital ads,1150
C014318,Urban,Low,Informal,35,0,C,Digital ads,1052
C014319,Semi-urban,Mid,Salaried,33,0,C,DSA,841
C014320,Urban,Low,Self-employed,25,0,A,Referral,232
C014321,Semi-urban,Mid,Salaried,36,0,C,Partner-embedded,774
C014322,Semi-urban,Mid,Informal,45,0,D,Digital ads,1156
C014323,Urban,Low,Salaried,36,0,B,Partner-embedded,668
C014324,Semi-urban,Mid,Salaried,37,1,C,Digital ads,1126
C014325,Semi-urban,Low,Self-employed,30,1,C,Referral,252
C014326,Urban,Low,Gig,32,0,D,Referral,328
C014327,Urban,Low,Salaried,35,0,D,Organic,156
C014328,Semi-urban,Low,Salaried,63,0,B,Organic,202
C014329,Urban,Low,Salaried,25,0,C,Digital ads,1309
C014330,Urban,Low,Salaried,31,0,C,Organic,125
C014331,Urban,Low,Informal,23,0,E,Partner-embedded,434
C014332,Rural,Low,Salaried,26,0,B,Digital ads,833
C014333,Semi-urban,Mid,Salaried,23,1,B,Digital ads,1194
C014334,Semi-urban,Low,Salaried,50,1,C,DSA,725
C014335,Urban,Mid,Salaried,24,0,B,Referral,397
C014336,Semi-urban,Mid,Salaried,48,0,A,Partner-embedded,496
C014337,Rural,Mid,Gig,37,1,D,Referral,281
C014338,Urban,High,Informal,31,0,B,Digital ads,1364
C014339,Semi-urban,High,Salaried,30,0,C,DSA,854
C014340,Semi-urban,Mid,Salaried,24,0,A,Partner-embedded,573
C014341,Urban,Mid,Gig,33,1,C,Organic,131
C014342,Semi-urban,High,Self-employed,32,0,B,Referral,301
C014343,Urban,High,Gig,32,0,D,Partner-embedded,499
C014344,Urban,Low,Salaried,20,0,D,Digital ads,1282
C014345,Semi-urban,High,Informal,26,0,A,Partner-embedded,494
C014346,Semi-urban,Mid,Salaried,21,1,B,Digital ads,1159
C014347,Semi-urban,Mid,Gig,41,1,C,Digital ads,1247
C014348,Semi-urban,Low,Self-employed,43,0,A,Referral,403
C014349,Urban,Low,Salaried,57,0,A,Organic,183
C014350,Urban,Mid,Salaried,21,0,A,Digital ads,1229
C014351,Rural,Low,Gig,51,1,E,Partner-embedded,796
C014352,Rural,High,Salaried,25,1,B,Partner-embedded,512
C014353,Urban,Mid,Salaried,45,0,B,Digital ads,741
C014354,Urban,High,Salaried,39,1,A,Partner-embedded,602
C014355,Semi-urban,Low,Salaried,20,0,C,Organic,164
C014356,Rural,Mid,Salaried,23,1,D,Partner-embedded,449
C014357,Semi-urban,Mid,Salaried,31,1,D,Digital ads,1316
C014358,Semi-urban,Mid,Salaried,42,0,C,DSA,894
C014359,Urban,Low,Informal,25,0,B,Organic,190
C014360,Rural,Mid,Salaried,44,0,C,Referral,228
C014361,Urban,High,Informal,33,0,A,DSA,1358
C014362,Urban,Low,Salaried,38,1,C,Digital ads,1364
C014363,Semi-urban,Mid,Salaried,39,0,C,Partner-embedded,630
C014364,Rural,High,Self-employed,34,0,B,Digital ads,1089
C014365,Urban,High,Self-employed,32,0,A,Partner-embedded,707
C014366,Rural,Low,Salaried,54,1,A,DSA,998
C014367,Semi-urban,Low,Salaried,28,1,B,Organic,161
C014368,Urban,High,Informal,30,0,C,Partner-embedded,636
C014369,Semi-urban,Mid,Gig,41,0,B,Partner-embedded,463
C014370,Rural,Mid,Salaried,26,0,B,Digital ads,1375
C014371,Urban,Mid,Salaried,31,0,B,Referral,343
C014372,Rural,Mid,Salaried,46,0,C,Digital ads,1575
C014373,Urban,Mid,Informal,32,0,D,Partner-embedded,507
C014374,Semi-urban,Mid,Gig,25,0,E,Digital ads,1300
C014375,Semi-urban,Low,Self-employed,48,0,A,Partner-embedded,808
C014376,Semi-urban,Low,Self-employed,25,0,C,DSA,995
C014377,Urban,High,Salaried,25,0,C,Digital ads,1059
C014378,Rural,High,Gig,29,0,A,Referral,252
C014379,Urban,Low,Salaried,35,1,C,Digital ads,1013
C014380,Urban,Mid,Gig,34,0,E,Digital ads,1064
C014381,Semi-urban,Mid,Gig,47,0,B,Organic,161
C014382,Urban,High,Self-employed,25,1,A,DSA,863
C014383,Urban,Low,Self-employed,23,1,C,Referral,329
C014384,Urban,Low,Informal,40,0,C,Digital ads,1418
C014385,Rural,Mid,Salaried,26,0,C,Digital ads,977
C014386,Urban,Mid,Gig,23,0,B,Organic,152
C014387,Semi-urban,Low,Salaried,31,0,C,Partner-embedded,591
C014388,Urban,Mid,Salaried,24,1,B,Digital ads,1172
C014389,Semi-urban,Mid,Salaried,31,1,C,Referral,400
C014390,Semi-urban,Mid,Salaried,42,1,A,DSA,1066
C014391,Semi-urban,Mid,Salaried,36,0,B,Digital ads,896
C014392,Semi-urban,High,Gig,22,0,C,Digital ads,781
C014393,Urban,Low,Self-employed,27,1,B,Digital ads,869
C014394,Semi-urban,Mid,Salaried,33,0,B,Organic,141
C014395,Semi-urban,Low,Self-employed,29,1,C,Digital ads,1327
C014396,Urban,Mid,Informal,34,0,C,Digital ads,1576
C014397,Semi-urban,Low,Self-employed,54,0,A,Digital ads,984
C014398,Semi-urban,Mid,Informal,35,0,B,Referral,195
C014399,Urban,High,Salaried,31,1,B,Organic,185
C014400,Semi-urban,High,Gig,30,0,C,Partner-embedded,451
C014401,Semi-urban,Low,Salaried,37,0,B,Referral,359
C014402,Semi-urban,Mid,Self-employed,32,1,B,Partner-embedded,867
C014403,Semi-urban,Low,Self-employed,28,1,B,Digital ads,1557
C014404,Urban,High,Self-employed,29,0,B,Partner-embedded,550
C014405,Rural,Mid,Salaried,30,0,D,Referral,297
C014406,Urban,Mid,Salaried,35,0,B,Partner-embedded,806
C014407,Rural,High,Self-employed,44,0,B,Organic,108
C014408,Semi-urban,Mid,Gig,24,0,D,DSA,789
C014409,Semi-urban,Mid,Gig,35,1,D,Digital ads,823
C014410,Urban,Low,Salaried,23,0,C,Digital ads,1819
C014411,Rural,Mid,Gig,24,1,E,Digital ads,1260
C014412,Rural,Mid,Salaried,33,0,B,Organic,125
C014413,Semi-urban,Low,Self-employed,43,1,D,DSA,889
C014414,Urban,Mid,Salaried,37,0,B,Partner-embedded,736
C014415,Urban,High,Salaried,37,0,B,Digital ads,1144
C014416,Urban,Mid,Self-employed,21,0,D,Digital ads,1419
C014417,Semi-urban,High,Self-employed,28,0,C,Referral,285
C014418,Semi-urban,Mid,Self-employed,24,1,B,DSA,502
C014419,Urban,Low,Salaried,28,0,A,Partner-embedded,591
C014420,Semi-urban,Low,Self-employed,32,0,C,Organic,171
C014421,Semi-urban,Mid,Informal,21,1,D,Partner-embedded,531
C014422,Rural,Mid,Self-employed,35,0,B,DSA,917
C014423,Urban,Mid,Salaried,36,0,A,DSA,1096
C014424,Semi-urban,High,Self-employed,22,0,C,Partner-embedded,929
C014425,Semi-urban,Low,Self-employed,32,1,D,Digital ads,997
C014426,Rural,High,Self-employed,46,0,D,Digital ads,1693
C014427,Semi-urban,Mid,Self-employed,27,0,D,Partner-embedded,567
C014428,Semi-urban,Low,Salaried,31,0,D,Referral,229
C014429,Semi-urban,Mid,Salaried,37,0,B,Digital ads,1107
C014430,Semi-urban,Mid,Salaried,39,0,B,DSA,1027
C014431,Semi-urban,Low,Salaried,38,0,C,Partner-embedded,565
C014432,Semi-urban,High,Salaried,28,0,B,Partner-embedded,594
C014433,Semi-urban,Low,Gig,40,1,D,Partner-embedded,506
C014434,Rural,High,Salaried,35,0,D,Digital ads,1267
C014435,Urban,High,Self-employed,23,0,B,Organic,125
C014436,Semi-urban,High,Gig,27,1,B,Digital ads,1337
C014437,Urban,Mid,Gig,29,0,C,Digital ads,1972
C014438,Urban,Low,Self-employed,23,1,C,Partner-embedded,407
C014439,Urban,Low,Self-employed,54,0,C,Partner-embedded,391
C014440,Semi-urban,High,Self-employed,23,0,D,DSA,877
C014441,Semi-urban,Mid,Salaried,35,0,B,Partner-embedded,484
C014442,Rural,Mid,Salaried,41,0,B,Digital ads,1260
C014443,Semi-urban,Mid,Salaried,39,0,C,Partner-embedded,630
C014444,Urban,Mid,Self-employed,33,0,E,Referral,262
C014445,Urban,Low,Salaried,24,0,C,Partner-embedded,755
C014446,Semi-urban,Mid,Salaried,25,1,C,Digital ads,1343
C014447,Urban,Mid,Gig,26,1,E,Partner-embedded,631
C014448,Rural,Mid,Self-employed,21,0,D,DSA,1051
C014449,Semi-urban,Mid,Salaried,36,0,D,Partner-embedded,461
C014450,Rural,Mid,Salaried,39,1,C,Partner-embedded,476
C014451,Urban,Low,Salaried,49,1,B,DSA,915
C014452,Semi-urban,High,Salaried,26,0,C,Digital ads,1623
C014453,Urban,Low,Salaried,28,1,B,Referral,399
C014454,Urban,Low,Gig,31,0,B,Partner-embedded,757
C014455,Urban,Mid,Self-employed,31,0,A,Partner-embedded,599
C014456,Rural,Low,Salaried,24,0,E,Partner-embedded,382
C014457,Urban,High,Salaried,42,1,C,Digital ads,1459
C014458,Urban,Mid,Salaried,29,0,D,Organic,161
C014459,Semi-urban,High,Self-employed,22,1,A,Organic,153
C014460,Semi-urban,Mid,Salaried,53,0,B,Organic,124
C014461,Urban,Mid,Gig,26,1,B,Digital ads,1027
C014462,Urban,Low,Gig,25,0,C,DSA,989
C014463,Semi-urban,High,Self-employed,26,0,D,Organic,152
C014464,Semi-urban,Mid,Salaried,33,0,B,Digital ads,1037
C014465,Rural,Low,Gig,30,0,B,Organic,178
C014466,Urban,Mid,Salaried,26,0,B,Digital ads,881
C014467,Rural,Mid,Salaried,37,1,A,Partner-embedded,421
C014468,Semi-urban,Low,Salaried,22,0,B,Partner-embedded,518
C014469,Semi-urban,Low,Gig,26,1,D,DSA,1212
C014470,Urban,Mid,Salaried,38,1,B,Digital ads,1169
C014471,Urban,High,Gig,36,0,B,DSA,1161
C014472,Urban,Low,Salaried,43,0,C,Digital ads,1019
C014473,Semi-urban,Mid,Salaried,23,0,B,Referral,299
C014474,Semi-urban,Low,Salaried,21,0,D,DSA,1057
C014475,Urban,High,Salaried,27,0,A,Digital ads,1509
C014476,Semi-urban,Mid,Gig,29,1,C,Partner-embedded,597
C014477,Rural,Low,Informal,40,0,B,Partner-embedded,474
C014478,Semi-urban,High,Salaried,23,0,B,Organic,122
C014479,Rural,Mid,Informal,48,0,D,Partner-embedded,656
C014480,Rural,Mid,Self-employed,48,1,E,Referral,313
C014481,Semi-urban,High,Self-employed,25,0,B,Referral,352
C014482,Semi-urban,Mid,Self-employed,24,0,C,Digital ads,1475
C014483,Rural,High,Salaried,38,0,A,Digital ads,1471
C014484,Semi-urban,Mid,Self-employed,39,0,A,Digital ads,1053
C014485,Semi-urban,Low,Salaried,28,0,B,Organic,149
C014486,Rural,Low,Informal,24,0,E,DSA,1278
C014487,Semi-urban,Low,Salaried,41,0,C,Digital ads,1130
C014488,Urban,Mid,Salaried,28,0,A,Referral,474
C014489,Urban,Mid,Salaried,31,0,E,Partner-embedded,613
C014490,Semi-urban,Mid,Gig,24,1,C,Referral,336
C014491,Semi-urban,Mid,Informal,32,0,B,Digital ads,865
C014492,Semi-urban,High,Salaried,28,1,B,DSA,1020
C014493,Urban,Mid,Salaried,19,0,D,DSA,1145
C014494,Rural,High,Salaried,35,0,B,Digital ads,1042
C014495,Semi-urban,Mid,Gig,22,1,C,Partner-embedded,529
C014496,Urban,Mid,Gig,36,0,B,Digital ads,1343
C014497,Urban,Mid,Gig,25,0,B,DSA,1045
C014498,Urban,Mid,Self-employed,35,0,E,Partner-embedded,518
C014499,Urban,High,Self-employed,24,0,A,Referral,359
C014500,Urban,Mid,Salaried,21,0,C,Partner-embedded,509
C014501,Rural,High,Salaried,47,0,C,Digital ads,1371
C014502,Urban,High,Salaried,36,1,B,Digital ads,1117
C014503,Semi-urban,Mid,Gig,51,0,D,Referral,222
C014504,Urban,Mid,Salaried,28,0,B,Digital ads,1674
C014505,Semi-urban,Mid,Salaried,25,0,B,Digital ads,949
C014506,Urban,High,Salaried,25,0,B,DSA,1269
C014507,Urban,Low,Salaried,38,0,C,Digital ads,1213
C014508,Urban,Low,Self-employed,36,1,C,Referral,394
C014509,Urban,Low,Self-employed,24,0,D,Partner-embedded,695
C014510,Urban,Mid,Salaried,47,1,B,Referral,438
C014511,Urban,Mid,Gig,24,0,C,Digital ads,1175
C014512,Rural,Low,Salaried,27,1,C,Referral,256
C014513,Urban,Mid,Salaried,34,0,A,Organic,191
C014514,Urban,Low,Salaried,43,0,E,DSA,1392
C014515,Urban,Mid,Informal,33,0,E,Digital ads,964
C014516,Rural,High,Salaried,26,0,A,Digital ads,1040
C014517,Urban,Low,Self-employed,35,0,C,Digital ads,892
C014518,Urban,Low,Self-employed,57,1,C,Digital ads,1847
C014519,Urban,Low,Salaried,37,0,C,Partner-embedded,579
C014520,Rural,Low,Self-employed,44,0,D,Partner-embedded,583
C014521,Rural,Low,Self-employed,32,0,E,DSA,1345
C014522,Urban,High,Informal,24,1,B,Partner-embedded,547
C014523,Semi-urban,Mid,Salaried,24,0,C,DSA,1288
C014524,Semi-urban,Low,Salaried,25,0,D,Partner-embedded,361
C014525,Urban,Low,Self-employed,25,0,C,Partner-embedded,521
C014526,Semi-urban,High,Salaried,33,0,B,Digital ads,1042
C014527,Semi-urban,Mid,Salaried,31,0,C,Organic,140
C014528,Urban,Mid,Salaried,28,0,A,Referral,253
C014529,Semi-urban,Low,Gig,37,1,D,Digital ads,1098
C014530,Rural,Mid,Informal,24,1,C,Partner-embedded,685
C014531,Semi-urban,Low,Salaried,25,0,C,Referral,385
C014532,Urban,Mid,Salaried,42,0,D,DSA,916
C014533,Urban,Low,Informal,35,1,E,Referral,333
C014534,Urban,Mid,Gig,20,0,D,Digital ads,1195
C014535,Urban,Mid,Informal,23,0,C,Digital ads,1164
C014536,Semi-urban,High,Gig,31,1,A,Referral,367
C014537,Urban,Mid,Salaried,30,0,B,DSA,1319
C014538,Urban,Low,Self-employed,23,1,E,Partner-embedded,517
C014539,Semi-urban,Low,Self-employed,32,1,C,DSA,1331
C014540,Rural,Low,Salaried,22,0,D,DSA,928
C014541,Urban,High,Gig,27,0,A,Digital ads,1466
C014542,Urban,Mid,Salaried,23,0,D,Referral,285
C014543,Urban,Mid,Salaried,37,1,C,Referral,290
C014544,Urban,Mid,Self-employed,21,0,B,Digital ads,1206
C014545,Semi-urban,Low,Salaried,33,0,C,Referral,234
C014546,Urban,Low,Salaried,30,0,B,Partner-embedded,519
C014547,Urban,Mid,Salaried,23,0,B,Referral,289
C014548,Rural,Mid,Gig,25,1,D,Partner-embedded,547
C014549,Semi-urban,Mid,Self-employed,23,0,A,Digital ads,1056
C014550,Urban,Mid,Salaried,29,0,B,Referral,274
C014551,Semi-urban,Mid,Salaried,27,1,B,Digital ads,750
C014552,Urban,Low,Self-employed,41,1,B,Referral,319
C014553,Rural,Mid,Informal,27,1,D,Partner-embedded,625
C014554,Semi-urban,Low,Salaried,41,1,D,DSA,888
C014555,Urban,Mid,Gig,30,0,C,Partner-embedded,396
C014556,Rural,Mid,Self-employed,26,0,C,Partner-embedded,644
C014557,Urban,Mid,Salaried,24,0,C,Partner-embedded,416
C014558,Semi-urban,Mid,Gig,22,0,D,Digital ads,1127
C014559,Urban,Mid,Informal,36,1,A,Digital ads,1523
C014560,Semi-urban,Mid,Salaried,35,0,B,Partner-embedded,538
C014561,Urban,Mid,Gig,32,0,D,Organic,118
C014562,Urban,Low,Salaried,23,0,B,Digital ads,985
C014563,Urban,Mid,Self-employed,49,1,C,DSA,1038
C014564,Rural,Mid,Gig,42,0,C,Digital ads,1204
C014565,Rural,Mid,Self-employed,40,1,D,Partner-embedded,448
C014566,Urban,Mid,Informal,33,0,B,Organic,131
C014567,Semi-urban,Mid,Salaried,32,0,B,Partner-embedded,577
C014568,Semi-urban,Mid,Salaried,36,1,A,Partner-embedded,551
C014569,Semi-urban,Low,Informal,27,0,B,Digital ads,995
C014570,Rural,Low,Informal,27,0,D,Digital ads,900
C014571,Urban,Mid,Salaried,20,0,B,DSA,931
C014572,Rural,Mid,Gig,26,1,C,Digital ads,1107
C014573,Urban,Low,Self-employed,22,0,C,Digital ads,1004
C014574,Semi-urban,Mid,Salaried,34,0,C,Digital ads,1242
C014575,Semi-urban,Mid,Salaried,35,0,C,Digital ads,1433
C014576,Semi-urban,Mid,Informal,37,0,A,Digital ads,1085
C014577,Semi-urban,Mid,Gig,26,1,B,Referral,295
C014578,Semi-urban,Low,Salaried,30,1,D,Referral,225
C014579,Semi-urban,Mid,Salaried,44,1,A,Partner-embedded,499
C014580,Semi-urban,Low,Self-employed,21,1,C,Digital ads,1182
C014581,Semi-urban,Mid,Informal,26,0,B,Referral,353
C014582,Semi-urban,Low,Informal,50,0,D,Digital ads,896
C014583,Urban,Low,Salaried,59,0,C,DSA,841
C014584,Semi-urban,High,Gig,48,1,B,Partner-embedded,486
C014585,Urban,Mid,Gig,56,0,A,DSA,1041
C014586,Urban,Mid,Salaried,31,0,B,Digital ads,1273
C014587,Urban,Mid,Salaried,45,0,B,Referral,223
C014588,Urban,Mid,Informal,26,1,C,Partner-embedded,574
C014589,Semi-urban,Mid,Self-employed,29,1,C,Referral,254
C014590,Urban,Low,Informal,49,0,D,Digital ads,1200
C014591,Urban,Mid,Salaried,30,1,B,Digital ads,911
C014592,Semi-urban,Mid,Salaried,28,1,D,Digital ads,1373
C014593,Semi-urban,Mid,Self-employed,26,0,B,Partner-embedded,698
C014594,Urban,Low,Salaried,23,0,C,Partner-embedded,646
C014595,Urban,Low,Gig,22,0,D,DSA,897
C014596,Semi-urban,Mid,Salaried,45,0,A,Partner-embedded,393
C014597,Urban,Mid,Salaried,41,0,C,Partner-embedded,557
C014598,Semi-urban,Mid,Salaried,27,0,B,Partner-embedded,388
C014599,Semi-urban,Mid,Salaried,25,0,A,Digital ads,775
C014600,Urban,Low,Informal,42,1,C,Referral,344
C014601,Urban,Low,Salaried,38,1,E,Partner-embedded,725
C014602,Semi-urban,Low,Self-employed,24,1,C,Referral,248
C014603,Urban,High,Salaried,34,0,A,Digital ads,1223
C014604,Semi-urban,Low,Salaried,37,0,B,DSA,979
C014605,Semi-urban,Low,Salaried,43,0,D,DSA,1055
C014606,Urban,Low,Informal,50,0,C,Digital ads,1477
C014607,Urban,Mid,Salaried,44,0,B,Referral,277
C014608,Rural,Low,Salaried,54,0,C,Referral,324
C014609,Semi-urban,Low,Gig,24,1,C,Digital ads,1502
C014610,Urban,High,Gig,46,1,D,Organic,121
C014611,Urban,Mid,Salaried,29,0,B,DSA,1222
C014612,Urban,Mid,Salaried,30,0,B,Partner-embedded,576
C014613,Urban,Mid,Salaried,27,0,D,Referral,282
C014614,Semi-urban,Mid,Salaried,32,0,B,DSA,1027
C014615,Semi-urban,Low,Salaried,27,0,D,Digital ads,1271
C014616,Urban,High,Gig,38,0,A,Partner-embedded,685
C014617,Urban,Mid,Self-employed,27,1,C,DSA,1122
C014618,Semi-urban,High,Self-employed,33,0,B,Partner-embedded,668
C014619,Semi-urban,Mid,Salaried,27,1,D,Digital ads,1390
C014620,Rural,Mid,Salaried,24,0,A,Partner-embedded,485
C014621,Urban,High,Gig,32,1,C,Referral,230
C014622,Urban,Low,Self-employed,26,1,B,Organic,143
C014623,Urban,Low,Self-employed,32,0,B,DSA,918
C014624,Urban,Low,Gig,27,0,C,DSA,869
C014625,Urban,High,Informal,21,0,C,Referral,327
C014626,Rural,Mid,Self-employed,30,0,C,Digital ads,1175
C014627,Rural,Mid,Salaried,24,0,D,Digital ads,1447
C014628,Semi-urban,Low,Self-employed,25,0,C,Partner-embedded,869
C014629,Semi-urban,Mid,Salaried,23,1,A,Partner-embedded,638
C014630,Rural,Mid,Salaried,49,0,B,Partner-embedded,478
C014631,Semi-urban,High,Self-employed,22,0,B,DSA,956
C014632,Urban,Low,Salaried,30,0,C,Digital ads,1201
C014633,Urban,Mid,Gig,27,0,C,Digital ads,1599
C014634,Semi-urban,Mid,Self-employed,22,0,D,DSA,835
C014635,Urban,High,Gig,28,0,A,Partner-embedded,584
C014636,Semi-urban,Mid,Self-employed,31,1,C,Digital ads,899
C014637,Semi-urban,Mid,Salaried,33,0,C,Digital ads,872
C014638,Urban,High,Self-employed,32,0,D,Digital ads,995
C014639,Semi-urban,Mid,Salaried,30,0,A,Referral,254
C014640,Urban,Mid,Gig,32,1,E,Partner-embedded,685
C014641,Semi-urban,Low,Salaried,49,1,D,Organic,93
C014642,Urban,Low,Self-employed,43,0,D,Digital ads,1308
C014643,Urban,Mid,Salaried,39,1,A,Digital ads,913
C014644,Urban,Low,Salaried,31,0,A,DSA,1110
C014645,Urban,Mid,Self-employed,32,0,C,Partner-embedded,673
C014646,Urban,Mid,Salaried,36,0,A,Partner-embedded,502
C014647,Urban,High,Salaried,28,0,A,Digital ads,1462
C014648,Semi-urban,Mid,Gig,23,1,E,DSA,1187
C014649,Semi-urban,Low,Gig,22,0,C,Organic,141
C014650,Semi-urban,Low,Self-employed,56,1,B,Partner-embedded,680
C014651,Urban,Mid,Self-employed,33,0,D,Partner-embedded,514
C014652,Rural,Mid,Gig,28,0,C,DSA,908
C014653,Semi-urban,Mid,Salaried,49,0,B,Partner-embedded,593
C014654,Urban,Low,Self-employed,53,1,C,DSA,689
C014655,Semi-urban,Low,Self-employed,25,1,C,Digital ads,1087
C014656,Urban,Mid,Self-employed,58,0,A,Referral,255
C014657,Rural,High,Informal,26,0,E,Digital ads,1294
C014658,Urban,High,Salaried,28,0,C,DSA,1164
C014659,Urban,Low,Self-employed,36,0,C,DSA,1098
C014660,Semi-urban,Mid,Informal,30,0,D,Referral,305
C014661,Semi-urban,Low,Salaried,29,0,B,Partner-embedded,469
C014662,Semi-urban,Low,Informal,33,0,C,Digital ads,934
C014663,Urban,Mid,Salaried,26,0,A,Digital ads,1230
C014664,Semi-urban,Low,Salaried,34,0,A,Referral,291
C014665,Semi-urban,Mid,Self-employed,53,0,C,Digital ads,1151
C014666,Semi-urban,High,Salaried,25,0,C,DSA,1295
C014667,Semi-urban,Mid,Salaried,32,1,B,Partner-embedded,549
C014668,Urban,Mid,Salaried,24,0,A,Digital ads,1073
C014669,Urban,Mid,Salaried,32,0,D,Digital ads,1378
C014670,Rural,Mid,Salaried,37,0,D,Partner-embedded,547
C014671,Urban,High,Self-employed,39,0,B,Digital ads,1196
C014672,Urban,Low,Salaried,34,0,C,Digital ads,1106
C014673,Urban,Low,Salaried,28,1,D,DSA,948
C014674,Semi-urban,High,Salaried,31,1,C,Referral,207
C014675,Semi-urban,High,Salaried,24,0,A,Partner-embedded,498
C014676,Semi-urban,High,Salaried,24,0,B,Referral,298
C014677,Semi-urban,Mid,Salaried,28,0,C,Digital ads,1488
C014678,Urban,High,Informal,23,0,B,Referral,258
C014679,Urban,Low,Gig,31,0,B,Digital ads,1183
C014680,Rural,High,Salaried,46,1,B,Digital ads,1130
C014681,Rural,Mid,Gig,32,1,E,Digital ads,1027
C014682,Semi-urban,Low,Informal,41,1,B,Partner-embedded,560
C014683,Semi-urban,Mid,Salaried,27,0,C,Referral,390
C014684,Urban,High,Informal,35,0,D,Referral,350
C014685,Urban,Low,Salaried,21,0,D,Partner-embedded,456
C014686,Semi-urban,Low,Self-employed,32,1,D,Referral,370
C014687,Semi-urban,Low,Informal,24,0,A,DSA,1118
C014688,Urban,High,Self-employed,32,0,C,Partner-embedded,794
C014689,Urban,Low,Salaried,27,0,D,Digital ads,1864
C014690,Semi-urban,High,Salaried,30,0,B,Referral,175
C014691,Urban,Low,Salaried,24,1,B,Partner-embedded,493
C014692,Rural,Mid,Gig,30,1,B,Partner-embedded,585
C014693,Rural,Mid,Self-employed,31,0,B,Organic,220
